,id,host_id,district,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year,month,day
10118,23461847,74307795,West End,Trinity-Bellwoods,43.6508,-79.41004,Entire home/apt,95,2,3,2019-07-28,0.16,1,0,2019,7,28
10119,23462499,97767256,York,Oakwood Village,43.68385,-79.43496,Shared room,21,2,17,2019-11-01,0.92,6,84,2019,11,1
10120,23466919,111004886,West End,Dovercourt-Wallace Emerson-Junction,43.6632,-79.43155,Entire home/apt,102,2,94,2019-12-01,4.46,2,162,2019,12,1
10121,23466976,42520509,East End,The Beaches,43.66625,-79.30989,Entire home/apt,240,3,2,2018-12-31,0.1,1,143,2018,12,31
10122,23467699,5293359,York,High Park North,43.65945,-79.47917,Private room,28,1,9,2019-01-25,0.42,4,172,2019,1,25
10123,23468029,33073104,Downtown Core,Cabbagetown-South St.James Town,43.66777,-79.36892,Entire home/apt,99,3,78,2019-08-25,4.03,1,0,2019,8,25
10124,23472396,162273062,North York,St.Andrew-Windfields,43.75409,-79.39191,Entire home/apt,131,3,7,2019-10-06,0.36,1,180,2019,10,6
10125,23486426,6447745,Downtown Core,Cabbagetown-South St.James Town,43.66644,-79.37156,Private room,70,2,96,2019-10-21,4.47,1,0,2019,10,21
10126,23486441,130796878,Downtown Core,Church-Yonge Corridor,43.66059,-79.38269,Entire home/apt,89,2,128,2019-11-29,5.94,4,81,2019,11,29
10127,23487067,175362797,Downtown Core,Waterfront Communities-The Island,43.63782,-79.38637,Entire home/apt,195,90,9,2018-07-15,0.43,1,0,2018,7,15
10128,23487103,175362303,North York,Willowdale East,43.77843,-79.4136,Entire home/apt,90,5,14,2019-09-16,0.68,1,0,2019,9,16
10129,23496140,124149473,East York,Greenwood-Coxwell,43.66635,-79.32329,Entire home/apt,179,3,12,2019-05-19,0.57,1,0,2019,5,19
10131,23501991,137085328,West End,Little Portugal,43.64194,-79.42545,Entire home/apt,60,1,34,2018-11-24,1.59,1,0,2018,11,24
10132,23504433,175529316,York,Weston,43.69857,-79.51465,Private room,49,7,6,2019-06-01,0.28,2,364,2019,6,1
10133,23505536,46865979,West End,Niagara,43.63668,-79.40338,Entire home/apt,140,2,14,2019-08-10,0.7,2,138,2019,8,10
10134,23505893,114344363,West End,Trinity-Bellwoods,43.65065,-79.41607,Entire home/apt,231,3,45,2019-11-18,2.19,6,80,2019,11,18
10135,23506098,46865979,West End,Niagara,43.63609,-79.40494,Shared room,50,1,2,2018-06-04,0.1,2,365,2018,6,4
10136,23509129,159646499,North York,Bayview Woods-Steeles,43.80506,-79.38083,Private room,54,2,23,2019-10-21,1.07,11,351,2019,10,21
10137,23509372,159646499,North York,Bayview Woods-Steeles,43.80442,-79.37947,Private room,54,2,24,2019-09-07,1.12,11,90,2019,9,7
10139,23518156,175644558,East End,The Beaches,43.67168,-79.31005,Entire home/apt,395,14,3,2019-08-19,0.17,1,179,2019,8,19
10140,23520138,127525372,Scarborough,L'Amoreaux,43.79605,-79.32911,Private room,33,2,4,2018-12-13,0.19,3,89,2018,12,13
10142,23521058,125241664,West End,Trinity-Bellwoods,43.65226,-79.42112,Entire home/apt,150,1,121,2019-12-04,5.69,1,198,2019,12,4
10143,23521128,2556324,Etobicoke,Kingsview Village-The Westway,43.70284,-79.54412,Entire home/apt,50,1,79,2019-11-11,3.84,1,13,2019,11,11
10144,23521486,175695432,Downtown Core,Church-Yonge Corridor,43.6606,-79.37821,Private room,99,1,22,2019-10-26,1.11,4,96,2019,10,26
10145,23522408,139939052,York,High Park North,43.65615,-79.4641,Private room,40,2,36,2019-08-10,1.72,1,153,2019,8,10
10146,23523026,130912946,North York,Don Valley Village,43.78856,-79.36248,Private room,30,2,14,2019-10-18,0.66,4,143,2019,10,18
10147,23523064,175712444,North York,Newtonbrook East,43.78867,-79.39774,Entire home/apt,78,2,30,2019-04-11,1.41,1,214,2019,4,11
10148,23524173,175723047,West End,Junction Area,43.67099,-79.47436,Private room,34,7,7,2019-08-04,0.35,1,145,2019,8,4
10149,23524502,44789377,North End,Wychwood,43.67761,-79.43398,Private room,45,3,32,2019-11-03,1.49,2,7,2019,11,3
10150,23526942,175742735,Etobicoke,Mimico (includes Humber Bay Shores),43.60693,-79.49274,Entire home/apt,148,2,23,2019-10-21,1.26,1,140,2019,10,21
10151,23527081,53573933,West End,Dovercourt-Wallace Emerson-Junction,43.66331,-79.4542,Entire home/apt,199,4,2,2019-09-24,0.13,1,0,2019,9,24
10152,23527279,69232945,Downtown Core,Church-Yonge Corridor,43.65394,-79.3759,Entire home/apt,17,1,2,2018-03-14,0.09,1,0,2018,3,14
10153,23527837,134454799,Downtown Core,North St.James Town,43.66927,-79.37519,Private room,34,3,9,2019-01-31,0.44,1,0,2019,1,31
10154,23544416,82635385,Downtown Core,Waterfront Communities-The Island,43.64462,-79.39053,Entire home/apt,251,4,40,2019-10-14,1.9,2,0,2019,10,14
10155,23561290,176042212,Downtown Core,Annex,43.67096,-79.3893,Entire home/apt,121,4,4,2019-02-18,0.27,2,164,2019,2,18
10157,23563275,516783,York,Caledonia-Fairbank,43.68906,-79.4557,Entire home/apt,46,30,8,2019-10-26,0.47,2,99,2019,10,26
10159,23567368,176128195,West End,Runnymede-Bloor West Village,43.65044,-79.48036,Entire home/apt,87,2,41,2019-11-17,1.99,1,5,2019,11,17
10160,23571873,68380292,Downtown Core,Waterfront Communities-The Island,43.6408,-79.39273,Private room,115,2,15,2019-09-16,0.8,1,0,2019,9,16
10161,23576267,12783799,Downtown Core,Waterfront Communities-The Island,43.64366,-79.3884,Entire home/apt,180,1,126,2019-11-21,5.88,1,0,2019,11,21
10162,23578412,25506191,Scarborough,Cliffcrest,43.73815,-79.22865,Entire home/apt,50,1,67,2019-12-06,3.14,1,332,2019,12,6
10163,23578697,127525372,Scarborough,L'Amoreaux,43.79451,-79.32946,Private room,38,2,11,2019-08-21,0.52,3,89,2019,8,21
10164,23589691,151026897,Downtown Core,Waterfront Communities-The Island,43.64294,-79.38253,Entire home/apt,144,2,87,2019-12-05,4.05,7,64,2019,12,5
10165,23594015,1684087,Downtown Core,Waterfront Communities-The Island,43.64042,-79.39139,Entire home/apt,150,30,6,2019-01-02,0.29,20,263,2019,1,2
10166,23594964,32086055,Downtown Core,Waterfront Communities-The Island,43.64382,-79.39808,Entire home/apt,175,2,54,2019-09-27,3.58,2,0,2019,9,27
10167,23595194,897683,Scarborough,Birchcliffe-Cliffside,43.7068,-79.24996,Private room,29,5,9,2019-08-25,0.47,2,131,2019,8,25
10168,23595313,176425410,North End,Forest Hill North,43.7027,-79.4236,Entire home/apt,99,1,4,2018-04-08,0.19,1,0,2018,4,8
10169,23596116,165236505,North York,Newtonbrook East,43.79098,-79.41383,Private room,37,1,13,2019-10-31,0.73,2,56,2019,10,31
10170,23596951,1712436,West End,Palmerston-Little Italy,43.65958,-79.41099,Entire home/apt,186,2,25,2019-08-18,1.29,2,16,2019,8,18
10171,23597514,149742140,Downtown Core,Kensington-Chinatown,43.65354,-79.39987,Entire home/apt,80,1,187,2019-12-05,8.79,3,83,2019,12,5
10172,23598046,31558071,North End,Lawrence Park South,43.7142,-79.4011,Entire home/apt,90,2,40,2019-11-15,2.08,2,153,2019,11,15
10173,23598132,122110168,Downtown Core,Moss Park,43.65743,-79.3695,Entire home/apt,129,1,44,2019-10-23,2.08,3,34,2019,10,23
10174,23603380,7430545,North York,Willowdale East,43.77865,-79.41278,Shared room,23,3,23,2019-11-10,1.08,1,0,2019,11,10
10175,23604768,105080795,West End,Little Portugal,43.64202,-79.42377,Private room,40,1,99,2019-11-24,4.67,2,138,2019,11,24
10176,23611701,2806542,East End,South Riverdale,43.66184,-79.33875,Entire home/apt,66,4,2,2018-04-10,0.1,1,0,2018,4,10
10177,23612312,34366888,West End,Roncesvalles,43.63992,-79.44485,Entire home/apt,70,1,177,2019-12-02,8.27,1,99,2019,12,2
10178,23613295,64470479,West End,Trinity-Bellwoods,43.6499,-79.41399,Entire home/apt,199,4,13,2019-11-22,0.61,2,0,2019,11,22
10179,23613309,24949915,Downtown Core,Waterfront Communities-The Island,43.64414,-79.39028,Entire home/apt,178,1,12,2019-08-06,0.57,1,89,2019,8,6
10180,23613489,171657834,North York,Humbermede,43.7461,-79.56591,Entire home/apt,76,2,69,2019-10-11,3.27,1,159,2019,10,11
10181,23613775,4154001,Etobicoke,Long Branch,43.59354,-79.53383,Entire home/apt,231,1,57,2019-08-17,2.68,1,0,2019,8,17
10182,23613862,33534711,Downtown Core,Waterfront Communities-The Island,43.64096,-79.38003,Entire home/apt,200,2,2,2019-08-05,0.39,2,23,2019,8,5
10183,23613995,11017267,Downtown Core,Annex,43.66695,-79.40917,Private room,70,2,32,2019-09-22,1.61,1,42,2019,9,22
10184,23614159,157627670,Scarborough,Eglinton East,43.74291,-79.24193,Private room,50,7,4,2019-03-14,0.23,2,180,2019,3,14
10185,23614198,4782917,West End,Junction Area,43.66334,-79.46906,Entire home/apt,99,3,45,2019-10-20,2.12,1,230,2019,10,20
10186,23614636,36739979,Downtown Core,Waterfront Communities-The Island,43.64324,-79.40111,Entire home/apt,99,180,111,2019-11-10,5.21,1,0,2019,11,10
10187,23615067,130912946,North York,Don Valley Village,43.79057,-79.36262,Private room,50,2,34,2019-10-06,1.6,4,139,2019,10,6
10190,23624726,176767473,Downtown Core,Waterfront Communities-The Island,43.63996,-79.39757,Entire home/apt,139,2,75,2019-11-25,3.5,1,132,2019,11,25
10191,23625342,109256184,North York,Newtonbrook West,43.78691,-79.42891,Entire home/apt,99,1,8,2018-05-08,0.39,1,0,2018,5,8
10193,23625662,18737218,North York,Newtonbrook West,43.78141,-79.42786,Shared room,34,1,57,2019-11-17,2.7,8,363,2019,11,17
10194,23626290,110357834,York,High Park North,43.66081,-79.46646,Entire home/apt,98,2,23,2019-11-24,1.18,1,65,2019,11,24
10195,23630755,60434877,Downtown Core,Kensington-Chinatown,43.65664,-79.40641,Private room,30,1,16,2018-04-18,0.75,1,0,2018,4,18
10196,23632672,16836380,York,High Park North,43.65716,-79.46699,Entire home/apt,110,1,45,2019-12-04,2.43,1,11,2019,12,4
10198,23633730,151830841,West End,Weston-Pellam Park,43.66942,-79.457,Private room,38,7,5,2019-11-01,0.28,12,341,2019,11,1
10199,23634411,162957820,Etobicoke,Mimico (includes Humber Bay Shores),43.60945,-79.49928,Entire home/apt,225,2,18,2019-01-01,0.85,1,364,2019,1,1
10200,23634656,9710334,Downtown Core,Church-Yonge Corridor,43.65613,-79.37512,Entire home/apt,159,1,28,2019-11-21,1.81,1,0,2019,11,21
10201,23651896,6327181,West End,Dufferin Grove,43.65525,-79.42896,Entire home/apt,105,10,3,2019-08-17,0.17,1,16,2019,8,17
10202,23652837,43780966,North York,Westminster-Branson,43.77418,-79.45566,Entire home/apt,121,1,15,2019-09-01,1.6,2,156,2019,9,1
10203,23653372,177084561,North York,Hillcrest Village,43.80193,-79.36734,Private room,48,1,13,2019-09-22,0.64,13,65,2019,9,22
10204,23654126,177084561,North York,Hillcrest Village,43.79978,-79.3692,Private room,45,1,66,2019-11-22,3.15,13,90,2019,11,22
10206,23663860,37734921,East York,Broadview North,43.68573,-79.35522,Shared room,50,2,16,2019-09-30,0.76,2,0,2019,9,30
10207,23664382,7810249,West End,Little Portugal,43.64228,-79.42437,Entire home/apt,95,2,4,2018-07-07,0.19,1,0,2018,7,7
10208,23665776,50610533,York,Oakwood Village,43.68166,-79.43615,Entire home/apt,396,3,45,2019-11-21,2.17,6,361,2019,11,21
10209,23667554,50610533,York,Oakwood Village,43.6821,-79.43655,Entire home/apt,131,2,57,2019-10-22,2.71,6,360,2019,10,22
10210,23668716,126933386,York,Briar Hill-Belgravia,43.70401,-79.44323,Entire home/apt,76,25,34,2019-09-02,1.66,2,66,2019,9,2
10211,23669528,45267051,Downtown Core,Moss Park,43.65832,-79.3656,Private room,85,2,48,2019-07-17,2.3,1,0,2019,7,17
10212,23670428,40583994,Scarborough,Milliken,43.82314,-79.26571,Entire home/apt,188,3,35,2019-09-13,1.68,3,242,2019,9,13
10215,23685845,177397797,Downtown Core,Waterfront Communities-The Island,43.64101,-79.38284,Entire home/apt,90,1,9,2018-10-14,0.43,1,0,2018,10,14
10216,23686179,128444795,Scarborough,Dorset Park,43.7633,-79.28491,Shared room,34,1,17,2019-10-30,0.9,14,357,2019,10,30
10217,23687436,30928253,North York,Yorkdale-Glen Park,43.7157,-79.45179,Private room,45,2,34,2019-12-06,1.61,1,69,2019,12,6
10218,23694544,29430244,East End,The Beaches,43.67277,-79.28688,Entire home/apt,60,28,10,2019-11-03,0.5,1,219,2019,11,3
10219,23695781,177012956,North End,Rosedale-Moore Park,43.67141,-79.38724,Entire home/apt,130,5,2,2019-06-21,0.12,1,116,2019,6,21
10220,23697190,177508014,West End,Dovercourt-Wallace Emerson-Junction,43.66001,-79.44792,Private room,76,2,32,2019-09-30,1.56,3,124,2019,9,30
10221,23698112,169137913,West End,High Park-Swansea,43.64696,-79.45199,Entire home/apt,188,3,20,2019-11-21,1.06,3,362,2019,11,21
10222,23698172,122291523,Scarborough,Clairlea-Birchmount,43.71376,-79.2899,Entire home/apt,68,5,35,2019-11-01,1.66,2,151,2019,11,1
10223,23706709,66631663,Downtown Core,Waterfront Communities-The Island,43.64321,-79.38011,Entire home/apt,125,2,68,2019-11-11,3.31,4,88,2019,11,11
10224,23709992,770979,Downtown Core,Annex,43.67597,-79.39271,Entire home/apt,130,4,2,2019-06-27,0.11,1,46,2019,6,27
10225,23711260,176945374,West End,Niagara,43.64531,-79.40992,Entire home/apt,99,3,118,2019-11-17,5.65,1,160,2019,11,17
10226,23717521,177753325,Downtown Core,Waterfront Communities-The Island,43.64115,-79.37841,Entire home/apt,151,1,3,2019-06-17,0.14,1,0,2019,6,17
10227,23718648,42345138,Scarborough,West Hill,43.76699,-79.17641,Entire home/apt,99,1,19,2019-11-17,0.93,2,99,2019,11,17
10228,23723979,5502744,Downtown Core,Annex,43.67126,-79.38734,Entire home/apt,350,2,63,2019-10-25,3.07,3,180,2019,10,25
10229,23725522,177845783,Downtown Core,Waterfront Communities-The Island,43.646,-79.39202,Entire home/apt,97,1,56,2019-06-14,2.69,1,86,2019,6,14
10230,23726878,177860514,Etobicoke,New Toronto,43.6006,-79.51625,Entire home/apt,76,1,42,2019-04-21,2.04,1,6,2019,4,21
10231,23728643,177882023,North End,Wychwood,43.67892,-79.43297,Private room,15,1,4,2018-03-31,0.19,1,0,2018,3,31
10233,23729704,82549417,Downtown Core,Waterfront Communities-The Island,43.64234,-79.38157,Entire home/apt,170,2,9,2019-10-12,1.43,1,64,2019,10,12
10234,23730789,8821150,Downtown Core,Church-Yonge Corridor,43.66171,-79.37783,Entire home/apt,135,4,37,2019-10-28,1.89,2,0,2019,10,28
10235,23731266,115811249,Downtown Core,Waterfront Communities-The Island,43.64085,-79.39756,Entire home/apt,110,2,2,2018-08-06,0.11,1,0,2018,8,6
10236,23732461,152025417,West End,Trinity-Bellwoods,43.65108,-79.41287,Entire home/apt,105,2,65,2019-11-17,3.21,3,336,2019,11,17
10237,23732814,177938503,Scarborough,Milliken,43.81908,-79.26846,Entire home/apt,155,2,22,2019-06-16,1.12,1,128,2019,6,16
10238,23733139,152025417,West End,Trinity-Bellwoods,43.65155,-79.4138,Entire home/apt,170,2,69,2019-11-03,3.35,3,321,2019,11,3
10239,23740721,40614977,East York,Taylor-Massey,43.69587,-79.2943,Entire home/apt,54,4,23,2019-10-28,1.09,2,3,2019,10,28
10240,23741771,2523808,Downtown Core,Moss Park,43.65636,-79.36861,Private room,121,2,43,2019-10-27,2.07,3,16,2019,10,27
10241,23743654,4094364,West End,Palmerston-Little Italy,43.66314,-79.41482,Entire home/apt,85,7,8,2019-11-02,0.49,2,77,2019,11,2
10242,23745168,159381840,York,Oakwood Village,43.6863,-79.4406,Entire home/apt,99,2,71,2019-12-01,3.38,1,44,2019,12,1
10243,23746310,178045588,Downtown Core,Waterfront Communities-The Island,43.63932,-79.39676,Entire home/apt,209,3,13,2019-07-14,0.63,1,15,2019,7,14
10244,23748096,4922265,West End,Trinity-Bellwoods,43.64909,-79.4151,Private room,110,2,20,2019-11-10,0.98,9,73,2019,11,10
10245,23748213,99662270,Downtown Core,Waterfront Communities-The Island,43.64498,-79.38904,Hotel room,149,2,90,2019-10-14,4.27,6,40,2019,10,14
10246,23750536,124573496,North York,Don Valley Village,43.77671,-79.36467,Entire home/apt,62,2,70,2019-12-05,3.35,1,149,2019,12,5
10247,23750583,165898329,Scarborough,Guildwood,43.74044,-79.20814,Entire home/apt,695,3,7,2019-10-14,0.41,1,355,2019,10,14
10248,23752030,25705258,West End,High Park-Swansea,43.6393,-79.45171,Entire home/apt,76,1,199,2019-11-07,9.71,3,0,2019,11,7
10249,23753390,33086811,Etobicoke,Islington-City Centre West,43.62053,-79.52291,Entire home/apt,75,3,35,2019-10-21,3.83,1,0,2019,10,21
10250,23753618,118911328,North York,Don Valley Village,43.78143,-79.34144,Private room,70,1,8,2019-08-11,0.4,11,75,2019,8,11
10251,23756166,178182197,Downtown Core,Waterfront Communities-The Island,43.64121,-79.38227,Entire home/apt,144,2,98,2019-12-01,5.6,1,170,2019,12,1
10253,23760902,38718073,West End,South Parkdale,43.63614,-79.43372,Entire home/apt,80,2,35,2019-11-04,2.2,1,18,2019,11,4
10254,23763492,21058649,Downtown Core,Annex,43.67094,-79.39351,Entire home/apt,121,3,27,2019-11-10,1.46,1,160,2019,11,10
10255,23767181,3531908,East End,The Beaches,43.67264,-79.29717,Private room,49,1,43,2019-05-05,2.2,2,0,2019,5,5
10256,23769586,87587601,Downtown Core,Waterfront Communities-The Island,43.64659,-79.39422,Entire home/apt,200,2,35,2019-11-30,1.8,4,0,2019,11,30
10257,23771803,118911328,North York,Don Valley Village,43.78183,-79.34294,Private room,70,1,5,2019-09-26,0.26,11,76,2019,9,26
10258,23772310,118911328,North York,Don Valley Village,43.78103,-79.34334,Private room,65,1,5,2019-09-16,0.43,11,65,2019,9,16
10259,23773292,9226712,West End,South Parkdale,43.63385,-79.42726,Private room,70,1,12,2019-01-01,0.61,6,6,2019,1,1
10260,23773385,9226712,West End,South Parkdale,43.63433,-79.42533,Private room,70,1,19,2018-11-24,0.94,6,6,2018,11,24
10261,23773477,9226712,West End,South Parkdale,43.63534,-79.42667,Private room,70,1,9,2019-01-07,0.46,6,6,2019,1,7
10262,23773589,9226712,West End,South Parkdale,43.63584,-79.42554,Private room,70,1,14,2019-01-09,0.71,6,6,2019,1,9
10263,23779042,178404780,West End,Niagara,43.63779,-79.41517,Entire home/apt,155,1,30,2019-10-20,1.52,1,7,2019,10,20
10264,23780902,718353,East End,Danforth East York,43.69062,-79.33709,Entire home/apt,98,2,26,2019-09-03,1.27,1,41,2019,9,3
10265,23782655,85199541,West End,Roncesvalles,43.64366,-79.43876,Entire home/apt,99,2,40,2018-11-06,1.92,1,0,2018,11,6
10267,23784390,55460113,Downtown Core,Waterfront Communities-The Island,43.64085,-79.39714,Entire home/apt,180,1,56,2019-12-01,2.66,2,18,2019,12,1
10268,23784951,9226712,West End,South Parkdale,43.63397,-79.42741,Entire home/apt,364,1,24,2018-11-11,1.25,6,6,2018,11,11
10270,23785584,3169120,West End,Dovercourt-Wallace Emerson-Junction,43.65976,-79.43768,Entire home/apt,84,14,27,2018-09-18,1.3,1,27,2018,9,18
10271,23785969,38498474,York,Humewood-Cedarvale,43.69792,-79.43423,Entire home/apt,84,6,8,2019-11-23,0.38,1,246,2019,11,23
10272,23786231,11392837,West End,Roncesvalles,43.64569,-79.44492,Private room,48,1,2,2018-03-18,0.09,1,0,2018,3,18
10273,23788051,26001290,Etobicoke,Mimico (includes Humber Bay Shores),43.62032,-79.50296,Entire home/apt,65,7,18,2018-09-30,0.88,1,40,2018,9,30
10274,23789275,178504640,Downtown Core,Waterfront Communities-The Island,43.64692,-79.39053,Entire home/apt,300,1,50,2019-07-13,2.49,1,0,2019,7,13
10275,23789885,96093719,Downtown Core,Waterfront Communities-The Island,43.64172,-79.38042,Entire home/apt,125,1,31,2019-09-15,1.5,1,65,2019,9,15
10276,23789932,87680846,Downtown Core,North St.James Town,43.66876,-79.37069,Private room,45,7,4,2019-01-02,0.19,1,9,2019,1,2
10277,23790243,37514178,Downtown Core,Waterfront Communities-The Island,43.64308,-79.38111,Entire home/apt,155,30,6,2019-06-23,0.31,13,172,2019,6,23
10278,23791468,119009117,East End,South Riverdale,43.65763,-79.33808,Private room,34,1,4,2018-04-01,0.19,1,0,2018,4,1
10280,23809791,19172993,East End,Bay Street Corridor,43.64899,-79.38589,Entire home/apt,180,2,94,2019-11-12,4.45,3,341,2019,11,12
10282,23811031,129316348,West End,Dufferin Grove,43.65583,-79.43702,Private room,49,2,32,2019-08-19,1.56,2,31,2019,8,19
10284,23823207,177508014,West End,Dovercourt-Wallace Emerson-Junction,43.65984,-79.44771,Private room,65,2,44,2019-11-09,2.14,3,143,2019,11,9
10285,23825043,178843177,Downtown Core,Church-Yonge Corridor,43.65952,-79.37995,Private room,34,1,25,2018-06-27,1.24,1,0,2018,6,27
10286,23825295,178845127,West End,Roncesvalles,43.64411,-79.44392,Entire home/apt,76,2,50,2019-11-09,2.44,2,124,2019,11,9
10287,23826326,16829219,West End,Dovercourt-Wallace Emerson-Junction,43.66205,-79.44373,Entire home/apt,125,2,6,2019-11-29,0.33,2,41,2019,11,29
10288,23828810,49185721,Downtown Core,Waterfront Communities-The Island,43.64315,-79.38145,Entire home/apt,140,3,3,2019-05-20,0.16,2,0,2019,5,20
10290,23829476,118911328,North York,Don Valley Village,43.7824,-79.34211,Private room,65,1,3,2018-08-06,0.15,11,80,2018,8,6
10291,23829689,118911328,North York,Don Valley Village,43.78173,-79.34343,Private room,85,1,12,2019-11-10,0.61,11,86,2019,11,10
10292,23829974,118911328,North York,Don Valley Village,43.78176,-79.34158,Private room,60,1,19,2019-10-06,0.97,11,90,2019,10,6
10293,23830190,118911328,North York,Don Valley Village,43.77984,-79.34379,Private room,76,1,12,2019-10-18,0.58,11,54,2019,10,18
10294,23836052,4922265,West End,Trinity-Bellwoods,43.64906,-79.41537,Private room,80,1,14,2019-11-04,0.9,9,172,2019,11,4
10295,23836510,4922265,West End,Trinity-Bellwoods,43.6477,-79.416,Entire home/apt,290,5,17,2019-09-15,0.91,9,73,2019,9,15
10296,23840839,179019236,West End,Niagara,43.63961,-79.41712,Entire home/apt,78,3,67,2019-11-11,3.22,1,165,2019,11,11
10297,23843626,179038571,North York,Hillcrest Village,43.79182,-79.36317,Private room,50,1,60,2019-10-17,2.96,3,159,2019,10,17
10298,23844041,147671398,Etobicoke,New Toronto,43.59791,-79.51155,Entire home/apt,60,1,55,2019-10-13,2.64,12,0,2019,10,13
10299,23848087,179104909,North York,Willowdale East,43.75736,-79.40232,Entire home/apt,138,2,46,2019-10-28,2.37,1,352,2019,10,28
10300,23850028,84695661,Downtown Core,Annex,43.67327,-79.39458,Entire home/apt,120,3,8,2018-07-22,0.39,1,0,2018,7,22
10301,23851933,176423357,West End,Runnymede-Bloor West Village,43.65873,-79.48125,Entire home/apt,99,1,31,2019-10-01,3.15,2,0,2019,10,1
10302,23852519,161586158,West End,Dovercourt-Wallace Emerson-Junction,43.66512,-79.42808,Entire home/apt,99,3,26,2019-10-18,1.3,1,341,2019,10,18
10303,23853023,60737586,North York,St.Andrew-Windfields,43.75379,-79.40277,Private room,34,1,17,2019-10-31,0.84,1,37,2019,10,31
10304,23855586,179190066,Etobicoke,Long Branch,43.59104,-79.54336,Entire home/apt,129,2,37,2019-09-01,2.08,2,223,2019,9,1
10305,23855826,179190066,Etobicoke,Long Branch,43.5911,-79.5432,Entire home/apt,134,1,78,2019-11-17,3.77,2,232,2019,11,17
10306,23856083,114344363,West End,Trinity-Bellwoods,43.65272,-79.41497,Entire home/apt,148,3,2,2018-09-27,0.1,6,73,2018,9,27
10307,23857936,83808520,West End,Roncesvalles,43.64119,-79.43816,Entire home/apt,85,2,2,2018-05-11,0.1,1,0,2018,5,11
10308,23859702,32706247,West End,Dovercourt-Wallace Emerson-Junction,43.66178,-79.43061,Private room,46,1,2,2018-08-15,0.12,1,0,2018,8,15
10309,23860132,179248076,Scarborough,Bendale,43.74432,-79.25307,Private room,54,2,15,2019-11-26,0.74,2,0,2019,11,26
10310,23860245,30940056,West End,Trinity-Bellwoods,43.64859,-79.42305,Entire home/apt,335,2,104,2019-11-28,4.97,1,0,2019,11,28
10311,23860642,179253622,East End,South Riverdale,43.66332,-79.34394,Entire home/apt,125,5,28,2019-11-18,1.44,2,165,2019,11,18
10312,23862032,5838892,Downtown Core,Waterfront Communities-The Island,43.64101,-79.382,Entire home/apt,144,1,138,2019-12-01,6.62,2,147,2019,12,1
10314,23871506,41211169,Downtown Core,Kensington-Chinatown,43.65502,-79.40384,Entire home/apt,99,2,80,2019-11-25,3.9,3,90,2019,11,25
10315,23871671,179342185,Downtown Core,Waterfront Communities-The Island,43.64562,-79.39131,Entire home/apt,99,2,21,2019-12-01,2.19,1,180,2019,12,1
10316,23871931,67912450,West End,Dovercourt-Wallace Emerson-Junction,43.66052,-79.43363,Private room,45,1,126,2019-11-20,6.18,10,0,2019,11,20
10317,23872460,153679445,Etobicoke,Rexdale-Kipling,43.7329,-79.57415,Private room,80,1,24,2019-11-11,1.4,4,180,2019,11,11
10318,23872603,41211169,Downtown Core,Kensington-Chinatown,43.6564,-79.40213,Entire home/apt,140,2,89,2019-11-23,4.36,3,82,2019,11,23
10319,23872685,67912450,West End,Dovercourt-Wallace Emerson-Junction,43.66074,-79.43505,Private room,45,1,61,2019-11-04,2.98,10,0,2019,11,4
10320,23875582,153679445,Etobicoke,Rexdale-Kipling,43.73293,-79.57431,Private room,60,1,36,2019-12-01,1.84,4,180,2019,12,1
10321,23877494,67912450,West End,Dovercourt-Wallace Emerson-Junction,43.66206,-79.43364,Private room,49,1,65,2019-11-03,3.16,10,84,2019,11,3
10322,23878064,67912450,West End,Dovercourt-Wallace Emerson-Junction,43.66211,-79.43589,Private room,54,1,100,2019-11-17,4.96,10,89,2019,11,17
10323,23879623,179418323,Downtown Core,Waterfront Communities-The Island,43.64068,-79.38292,Entire home/apt,111,1,106,2019-11-24,5.08,1,39,2019,11,24
10324,23880006,47624392,West End,Palmerston-Little Italy,43.65542,-79.41861,Entire home/apt,125,3,118,2019-09-27,5.65,1,0,2019,9,27
10325,23880533,179430203,Downtown Core,Waterfront Communities-The Island,43.64234,-79.38282,Entire home/apt,150,1,33,2018-09-29,1.6,1,0,2018,9,29
10326,23881781,125889471,Downtown Core,Waterfront Communities-The Island,43.64253,-79.38114,Entire home/apt,109,1,56,2019-11-20,2.69,1,11,2019,11,20
10327,23882081,48742254,Downtown Core,Cabbagetown-South St.James Town,43.66714,-79.37227,Entire home/apt,115,1,235,2019-11-30,11.39,2,70,2019,11,30
10329,23883291,102637412,East York,Greenwood-Coxwell,43.66875,-79.3179,Entire home/apt,76,2,76,2019-11-30,3.7,1,133,2019,11,30
10330,23884043,153757180,York,Caledonia-Fairbank,43.68944,-79.45014,Private room,36,14,6,2019-05-13,0.36,4,90,2019,5,13
10331,23884664,151305987,North York,Newtonbrook East,43.78828,-79.41667,Private room,36,3,50,2019-10-29,2.4,2,281,2019,10,29
10332,23894132,4746342,West End,Trinity-Bellwoods,43.65375,-79.42268,Private room,48,2,6,2018-05-27,0.3,1,0,2018,5,27
10333,23895091,179569152,Downtown Core,Annex,43.67573,-79.40236,Entire home/apt,125,2,7,2019-10-21,1.67,1,106,2019,10,21
10334,23895246,71967324,Downtown Core,Annex,43.66942,-79.39334,Entire home/apt,199,1,76,2019-11-17,3.64,1,78,2019,11,17
