,id,host_id,district,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year,month,day
244,863183,4526170,Etobicoke,Mimico (includes Humber Bay Shores),43.62393,-79.48803,Entire home/apt,89,5,6,2018-05-24,0.1,1,249,2018,5,24
245,864006,3491443,West End,Little Portugal,43.65188,-79.4324,Entire home/apt,99,3,121,2019-11-11,1.49,2,58,2019,11,11
246,864104,4451791,West End,Palmerston-Little Italy,43.65806,-79.42713,Private room,102,7,13,2019-10-31,0.17,3,0,2019,10,31
247,864193,4534248,North York,Newtonbrook West,43.78345,-79.44525,Private room,117,1,17,2019-12-04,3.21,1,0,2019,12,4
248,864479,4536555,East York,Broadview North,43.68564,-79.3579,Entire home/apt,129,5,4,2016-03-23,0.05,1,359,2016,3,23
249,872128,4599751,West End,Niagara,43.6381,-79.41828,Entire home/apt,148,365,180,2016-07-16,2.2,2,0,2016,7,16
251,882538,992557,North End,Wychwood,43.67517,-79.42178,Entire home/apt,65,5,50,2019-09-22,0.64,2,0,2019,9,22
252,883109,4517569,East End,Playter Estates-Danforth,43.68241,-79.3525,Entire home/apt,300,3,6,2017-09-03,0.08,1,0,2017,9,3
253,885093,312769,Downtown Core,Waterfront Communities-The Island,43.64926,-79.36454,Entire home/apt,150,3,9,2016-09-02,0.11,2,15,2016,9,2
254,890149,2377994,West End,Dovercourt-Wallace Emerson-Junction,43.66342,-79.42836,Entire home/apt,200,5,10,2018-08-04,0.12,1,0,2018,8,4
255,892352,4448135,Downtown Core,Kensington-Chinatown,43.65043,-79.39693,Entire home/apt,231,2,226,2019-11-30,2.98,1,66,2019,11,30
256,908807,4871479,East End,Playter Estates-Danforth,43.67773,-79.36127,Entire home/apt,164,1,68,2019-09-27,0.82,1,173,2019,9,27
257,918623,4933919,East End,Blake-Jones,43.67514,-79.34263,Private room,41,3,72,2019-11-25,0.89,2,310,2019,11,25
258,921746,2518768,West End,South Parkdale,43.63807,-79.44431,Private room,50,5,20,2019-07-30,0.24,2,281,2019,7,30
259,923427,4966594,West End,Palmerston-Little Italy,43.66027,-79.40998,Private room,65,5,23,2019-09-13,0.28,2,3,2019,9,13
260,925491,4232814,Downtown Core,Waterfront Communities-The Island,43.64352,-79.38145,Entire home/apt,99,1,649,2019-11-23,7.83,2,0,2019,11,23
261,927129,4988876,East End,Blake-Jones,43.67058,-79.34093,Entire home/apt,90,3,49,2019-11-18,0.59,1,0,2019,11,18
262,929686,2073941,East End,Blake-Jones,43.67302,-79.34111,Entire home/apt,89,6,42,2019-11-01,0.51,1,236,2019,11,1
263,934523,187320,Downtown Core,Waterfront Communities-The Island,43.64353,-79.38231,Entire home/apt,130,29,13,2019-10-24,0.27,9,162,2019,10,24
264,940553,1631066,North End,Casa Loma,43.6779,-79.41008,Entire home/apt,183,4,29,2017-09-12,0.36,2,0,2017,9,12
265,941071,5086802,East York,Greenwood-Coxwell,43.6828,-79.32503,Entire home/apt,269,5,7,2019-08-03,0.09,1,50,2019,8,3
266,950053,5153529,Downtown Core,Regent Park,43.65747,-79.35645,Entire home/apt,160,183,10,2016-03-02,0.13,2,282,2016,3,2
267,954475,1854872,North York,Flemingdon Park,43.72107,-79.33604,Private room,40,2,28,2019-09-14,0.34,2,248,2019,9,14
268,954935,5186386,East End,South Riverdale,43.66491,-79.3355,Entire home/apt,87,30,23,2019-10-05,0.29,1,171,2019,10,5
269,955073,4477219,Downtown Core,Church-Yonge Corridor,43.65435,-79.37952,Entire home/apt,170,2,10,2019-08-11,0.4,4,341,2019,8,11
270,955446,3272927,Downtown Core,Waterfront Communities-The Island,43.64585,-79.39164,Entire home/apt,178,4,61,2019-11-28,0.77,2,0,2019,11,28
271,956250,5066966,West End,Dufferin Grove,43.65356,-79.43441,Entire home/apt,380,3,4,2018-03-16,0.06,1,310,2018,3,16
274,960627,2929374,Downtown Core,Waterfront Communities-The Island,43.64651,-79.39433,Private room,65,1,39,2019-10-30,0.48,4,0,2019,10,30
275,961974,1805882,Downtown Core,Waterfront Communities-The Island,43.64465,-79.3898,Entire home/apt,296,21,7,2019-01-06,0.11,4,1,2019,1,6
276,977495,5348675,East End,Playter Estates-Danforth,43.67985,-79.36058,Entire home/apt,84,14,8,2018-08-04,0.1,1,364,2018,8,4
277,985003,2396097,East End,South Riverdale,43.66699,-79.33757,Entire home/apt,72,7,70,2019-11-01,0.89,1,0,2019,11,1
278,985072,1019538,West End,Little Portugal,43.64587,-79.43386,Entire home/apt,80,1,154,2019-11-30,1.9,2,329,2019,11,30
279,985498,5407081,Downtown Core,Waterfront Communities-The Island,43.64354,-79.39046,Entire home/apt,97,2,215,2019-12-01,2.65,2,0,2019,12,1
281,986506,5413926,East End,North Riverdale,43.67564,-79.35682,Private room,99,2,13,2019-08-18,0.27,1,0,2019,8,18
282,987647,3258547,North End,Rosedale-Moore Park,43.68509,-79.38388,Entire home/apt,135,3,15,2017-07-19,0.19,1,0,2017,7,19
283,990322,377962,York,Humewood-Cedarvale,43.68389,-79.42578,Entire home/apt,98,30,23,2019-01-25,0.35,2,250,2019,1,25
284,992783,1718194,Downtown Core,Waterfront Communities-The Island,43.6453,-79.39092,Hotel room,159,4,38,2019-11-19,0.47,31,78,2019,11,19
285,996139,5472668,Etobicoke,Mimico (includes Humber Bay Shores),43.62641,-79.47662,Entire home/apt,201,25,15,2018-03-26,0.19,1,73,2018,3,26
286,1001438,3131000,West End,Trinity-Bellwoods,43.64919,-79.40623,Private room,60,3,134,2019-12-04,1.69,1,85,2019,12,4
287,1003798,5520616,North York,Banbury-Don Mills,43.7264,-79.3268,Private room,50,7,8,2019-09-07,0.35,1,363,2019,9,7
288,1009656,5554523,West End,Dovercourt-Wallace Emerson-Junction,43.66723,-79.43208,Entire home/apt,125,28,171,2019-04-13,2.13,1,0,2019,4,13
289,1009751,3367744,East End,Bay Street Corridor,43.65607,-79.38815,Private room,99,2,93,2018-09-27,1.3,2,0,2018,9,27
290,1012527,5518435,West End,Niagara,43.64601,-79.40979,Entire home/apt,530,3,6,2019-11-09,0.16,1,0,2019,11,9
291,1015594,4202607,Downtown Core,Annex,43.66951,-79.41674,Entire home/apt,61,3,25,2019-05-20,0.31,1,34,2019,5,20
292,1016125,5591756,West End,Trinity-Bellwoods,43.65352,-79.41543,Private room,76,1,100,2019-12-01,1.27,1,0,2019,12,1
293,1019166,1919294,Downtown Core,Waterfront Communities-The Island,43.642,-79.39623,Entire home/apt,190,28,10,2019-05-25,0.13,82,135,2019,5,25
295,1022764,5630548,North End,Mount Pleasant East,43.70676,-79.3819,Entire home/apt,431,7,17,2019-07-26,0.22,1,365,2019,7,26
296,1026288,5650274,East End,East End-Danforth,43.68263,-79.29767,Entire home/apt,105,7,3,2017-08-30,0.11,1,0,2017,8,30
297,1026693,1919294,West End,Niagara,43.638,-79.41735,Entire home/apt,148,28,10,2019-10-01,0.14,82,159,2019,10,1
298,1033151,377846,East End,East End-Danforth,43.68142,-79.30519,Entire home/apt,65,3,34,2019-11-25,0.43,10,344,2019,11,25
299,1033162,2175675,Downtown Core,Waterfront Communities-The Island,43.64374,-79.37916,Entire home/apt,249,1,6,2018-07-27,0.09,4,0,2018,7,27
300,1036076,4468895,North York,Willowdale East,43.76671,-79.40468,Entire home/apt,87,2,22,2019-11-21,0.35,1,249,2019,11,21
301,1036879,5696476,West End,Dovercourt-Wallace Emerson-Junction,43.66577,-79.44676,Entire home/apt,200,4,17,2018-06-30,0.22,1,341,2018,6,30
302,1037034,5709010,West End,Dovercourt-Wallace Emerson-Junction,43.66542,-79.42109,Entire home/apt,251,3,55,2019-07-30,0.7,1,221,2019,7,30
303,1038085,5713708,York,Humewood-Cedarvale,43.68447,-79.4232,Private room,70,1,158,2019-11-17,2.15,1,80,2019,11,17
304,1038285,876036,West End,Niagara,43.63401,-79.41465,Entire home/apt,99,5,16,2018-09-04,0.2,1,156,2018,9,4
305,1042311,5736902,East End,South Riverdale,43.66823,-79.33875,Entire home/apt,99,4,26,2017-01-03,0.35,1,51,2017,1,3
306,1043324,1718194,Downtown Core,Waterfront Communities-The Island,43.64422,-79.3897,Entire home/apt,140,7,73,2019-09-29,0.9,31,89,2019,9,29
307,1053817,113345,Downtown Core,Waterfront Communities-The Island,43.64807,-79.37417,Entire home/apt,200,86,79,2019-09-10,1.0,7,365,2019,9,10
308,1057144,265033,West End,Dufferin Grove,43.65803,-79.43175,Entire home/apt,135,5,6,2016-10-28,0.09,1,359,2016,10,28
309,1058442,1805882,Downtown Core,Church-Yonge Corridor,43.65234,-79.37901,Entire home/apt,300,7,2,2018-07-31,0.03,4,358,2018,7,31
312,1062690,4806305,West End,Dovercourt-Wallace Emerson-Junction,43.6723,-79.44161,Entire home/apt,85,30,24,2018-09-20,0.33,1,134,2018,9,20
314,1066205,4010527,Downtown Core,Moss Park,43.65543,-79.37106,Entire home/apt,190,28,22,2019-09-10,0.56,5,65,2019,9,10
315,1066718,5867364,West End,Niagara,43.64248,-79.4053,Entire home/apt,85,2,457,2019-11-25,5.69,1,363,2019,11,25
316,1080121,672978,Downtown Core,Waterfront Communities-The Island,43.64156,-79.38024,Entire home/apt,186,2,506,2019-11-22,6.52,2,317,2019,11,22
318,1090758,1919294,North York,Bayview Village,43.76814,-79.37983,Entire home/apt,148,5,4,2018-03-29,0.08,82,67,2018,3,29
320,1092407,377846,East End,East End-Danforth,43.68157,-79.30515,Entire home/apt,76,4,30,2019-09-11,0.38,10,351,2019,9,11
321,1094362,4315269,York,Oakwood Village,43.68305,-79.43522,Entire home/apt,80,14,117,2018-08-31,1.83,2,156,2018,8,31
322,1100282,2367548,West End,Dovercourt-Wallace Emerson-Junction,43.66419,-79.42354,Entire home/apt,89,2,203,2019-12-01,2.59,1,110,2019,12,1
323,1101055,6048680,West End,Little Portugal,43.65091,-79.43511,Private room,70,2,36,2019-10-07,0.45,8,0,2019,10,7
324,1110760,377846,East End,East End-Danforth,43.68226,-79.30685,Entire home/apt,69,4,24,2019-08-26,0.3,10,308,2019,8,26
325,1115379,6048680,West End,Little Portugal,43.65066,-79.43346,Entire home/apt,180,5,19,2017-12-03,0.24,8,256,2017,12,3
326,1124771,6169927,West End,Palmerston-Little Italy,43.65801,-79.41931,Entire home/apt,90,28,161,2019-07-24,2.01,1,0,2019,7,24
327,1134877,6225610,Downtown Core,Annex,43.67227,-79.4145,Private room,140,1,6,2016-09-05,0.08,2,145,2016,9,5
328,1142246,6264339,West End,Niagara,43.63662,-79.40539,Entire home/apt,101,3,2,2019-05-10,0.05,2,365,2019,5,10
329,1144283,6175788,East End,Danforth East York,43.68961,-79.33502,Private room,50,2,23,2019-10-11,0.3,1,237,2019,10,11
330,1145641,4966594,West End,Palmerston-Little Italy,43.66146,-79.40985,Private room,54,20,15,2019-08-01,0.19,2,63,2019,8,1
331,1150719,6306986,East End,South Riverdale,43.65695,-79.34762,Private room,50,1,35,2019-09-22,0.44,1,245,2019,9,22
333,1156413,1590126,West End,Roncesvalles,43.64367,-79.44319,Entire home/apt,245,2,27,2018-07-11,0.34,2,365,2018,7,11
334,1162890,6369663,West End,Dovercourt-Wallace Emerson-Junction,43.67153,-79.43931,Entire home/apt,76,2,281,2019-11-21,3.54,1,348,2019,11,21
335,1163516,5175157,Downtown Core,Annex,43.67347,-79.40323,Private room,72,28,3,2016-07-31,0.04,2,90,2016,7,31
339,1170889,6410636,West End,Palmerston-Little Italy,43.65728,-79.42626,Private room,98,3,14,2019-08-21,0.18,1,351,2019,8,21
340,1173944,1410677,West End,Little Portugal,43.64866,-79.42446,Entire home/apt,121,5,26,2019-08-31,0.33,3,279,2019,8,31
341,1174138,1410677,West End,Little Portugal,43.6489,-79.42545,Entire home/apt,99,5,34,2019-12-01,0.47,3,254,2019,12,1
342,1177149,946529,Downtown Core,Regent Park,43.66017,-79.36395,Entire home/apt,109,28,33,2019-10-09,0.51,3,204,2019,10,9
343,1179469,569339,Downtown Core,Kensington-Chinatown,43.65425,-79.40399,Private room,170,1,68,2019-09-02,0.88,3,0,2019,9,2
344,1179509,569339,Downtown Core,Kensington-Chinatown,43.65408,-79.40216,Private room,95,1,97,2019-09-29,1.23,3,365,2019,9,29
346,1186655,6488491,East End,South Riverdale,43.66434,-79.34093,Entire home/apt,180,3,15,2016-07-30,0.2,1,340,2016,7,30
347,1194561,6527771,East End,South Riverdale,43.66305,-79.33233,Private room,46,3,27,2019-11-30,0.36,2,87,2019,11,30
348,1194984,6530148,West End,Roncesvalles,43.64546,-79.44156,Private room,65,2,24,2017-08-26,0.3,1,66,2017,8,26
349,1196880,6539250,West End,Niagara,43.64211,-79.41044,Entire home/apt,95,7,11,2019-04-25,0.21,1,341,2019,4,25
350,1202446,2929374,Downtown Core,Waterfront Communities-The Island,43.64631,-79.3944,Private room,65,1,62,2019-10-25,0.79,4,0,2019,10,25
351,1202734,2929374,Downtown Core,Kensington-Chinatown,43.65623,-79.3986,Entire home/apt,80,2,381,2019-11-30,4.82,4,6,2019,11,30
352,1206312,4009559,North End,Lawrence Park South,43.72247,-79.40353,Private room,70,3,30,2019-09-18,0.39,1,363,2019,9,18
353,1209935,6607550,Downtown Core,Cabbagetown-South St.James Town,43.66514,-79.36964,Entire home/apt,186,3,18,2019-08-06,0.28,1,326,2019,8,6
354,1214144,6627847,Downtown Core,Church-Yonge Corridor,43.66483,-79.38388,Private room,99,1,135,2019-11-26,1.76,1,241,2019,11,26
355,1214297,3604846,West End,High Park-Swansea,43.65351,-79.45461,Entire home/apt,205,3,20,2019-06-20,0.28,5,0,2019,6,20
357,1219457,6652723,West End,Niagara,43.63673,-79.40567,Entire home/apt,125,2,3,2019-08-31,0.51,1,365,2019,8,31
358,1221280,6662193,Downtown Core,Waterfront Communities-The Island,43.65001,-79.38861,Entire home/apt,113,30,10,2019-07-01,0.13,1,301,2019,7,1
360,1226374,1415439,Downtown Core,Waterfront Communities-The Island,43.64024,-79.39315,Entire home/apt,159,180,54,2018-08-25,0.69,3,357,2018,8,25
361,1236305,6739062,North End,Rosedale-Moore Park,43.6715,-79.38517,Entire home/apt,170,1,3,2016-08-01,0.06,5,365,2016,8,1
362,1242683,6773217,West End,Little Portugal,43.64815,-79.43502,Entire home/apt,175,3,28,2019-08-18,0.52,1,49,2019,8,18
363,1243421,1919294,Downtown Core,Waterfront Communities-The Island,43.64114,-79.39519,Entire home/apt,199,14,18,2019-07-16,0.23,82,179,2019,7,16
365,1254468,3406595,West End,Trinity-Bellwoods,43.64781,-79.41748,Entire home/apt,111,3,74,2019-11-17,1.4,2,240,2019,11,17
367,1269925,6911938,North York,Parkwoods-Donalda,43.75561,-79.33477,Entire home/apt,220,14,5,2019-09-03,0.08,1,138,2019,9,3
368,1270535,6744529,East End,Playter Estates-Danforth,43.67803,-79.36119,Entire home/apt,66,3,15,2019-07-22,0.29,3,44,2019,7,22
369,1278395,1919294,Downtown Core,Waterfront Communities-The Island,43.63809,-79.39833,Entire home/apt,179,28,8,2019-04-16,0.13,82,90,2019,4,16
370,1278781,5591734,East End,Bay Street Corridor,43.66818,-79.38866,Entire home/apt,220,5,71,2019-11-18,1.65,1,80,2019,11,18
371,1279122,2960767,York,Humewood-Cedarvale,43.69324,-79.43452,Entire home/apt,200,7,11,2017-06-14,0.14,2,26,2017,6,14
372,1288937,7010032,West End,High Park-Swansea,43.63639,-79.47013,Entire home/apt,150,1,12,2019-08-16,0.29,1,50,2019,8,16
373,1289006,7010570,Downtown Core,Waterfront Communities-The Island,43.63912,-79.38349,Entire home/apt,90,1,294,2019-08-25,3.78,4,64,2019,8,25
374,1289926,6293331,West End,Dovercourt-Wallace Emerson-Junction,43.665,-79.42224,Entire home/apt,99,2,70,2019-12-05,1.9,1,0,2019,12,5
376,1294243,1025890,West End,Junction Area,43.66711,-79.46453,Entire home/apt,73,365,5,2018-08-19,0.07,1,365,2018,8,19
377,1297164,5244098,Etobicoke,Yonge-St.Clair,43.68827,-79.39991,Private room,69,3,54,2019-10-31,0.71,1,138,2019,10,31
378,1299374,7065012,East End,East End-Danforth,43.67828,-79.3096,Entire home/apt,90,7,61,2019-10-05,0.79,2,15,2019,10,5
380,1301718,377846,East End,East End-Danforth,43.68345,-79.29434,Entire home/apt,119,3,17,2019-09-03,0.26,10,359,2019,9,3
381,1313641,3372664,West End,High Park-Swansea,43.65098,-79.45784,Entire home/apt,76,300,83,2018-07-31,1.09,1,269,2018,7,31
383,1317389,7134591,West End,Dufferin Grove,43.65303,-79.43886,Entire home/apt,118,14,4,2019-08-17,0.06,1,0,2019,8,17
384,1321398,7173548,East End,The Beaches,43.67287,-79.28535,Entire home/apt,107,4,86,2019-08-02,1.32,1,309,2019,8,2
385,1325356,7093939,East York,Taylor-Massey,43.69982,-79.2946,Private room,45,1,142,2019-11-21,2.62,2,79,2019,11,21
386,1326015,2499198,West End,Dovercourt-Wallace Emerson-Junction,43.66257,-79.45244,Entire home/apt,187,5,22,2018-05-29,0.28,1,365,2018,5,29
387,1331000,65479,North York,Pleasant View,43.77893,-79.32872,Entire home/apt,42,7,4,2016-08-19,0.06,8,338,2016,8,19
388,1331223,65479,North York,Pleasant View,43.77994,-79.32829,Entire home/apt,60,5,5,2016-08-27,0.08,8,338,2016,8,27
389,1331304,7221344,East End,Woodbine Corridor,43.67474,-79.31066,Private room,76,1,8,2016-09-24,0.11,1,0,2016,9,24
390,1339203,7261819,West End,Trinity-Bellwoods,43.64779,-79.4159,Entire home/apt,494,2,46,2019-08-18,0.6,1,363,2019,8,18
391,1339985,1005644,Downtown Core,Waterfront Communities-The Island,43.64785,-79.39718,Entire home/apt,199,2,19,2019-09-11,0.25,1,35,2019,9,11
392,1348067,377846,East End,East End-Danforth,43.68287,-79.30538,Entire home/apt,68,4,10,2018-08-25,0.13,10,349,2018,8,25
393,1349839,569339,Downtown Core,Kensington-Chinatown,43.65555,-79.40058,Entire home/apt,500,2,22,2018-06-28,0.28,3,365,2018,6,28
394,1352390,494460,York,Oakwood Village,43.69011,-79.43685,Private room,34,2,13,2017-07-02,0.17,3,310,2017,7,2
395,1352743,7342693,West End,Dufferin Grove,43.65402,-79.44011,Entire home/apt,119,7,33,2018-11-24,0.43,1,337,2018,11,24
396,1360718,7056416,Downtown Core,University,43.66089,-79.4067,Private room,68,2,122,2019-11-03,1.57,1,0,2019,11,3
397,1365638,7412574,Etobicoke,Mimico (includes Humber Bay Shores),43.62209,-79.48805,Private room,56,1,33,2019-11-25,0.52,1,89,2019,11,25
398,1369606,7425753,West End,Little Portugal,43.64722,-79.42677,Private room,70,2,154,2019-11-16,2.03,1,343,2019,11,16
399,1369701,7428349,West End,Corso Italia-Davenport,43.67617,-79.45351,Private room,76,4,21,2019-11-23,0.28,1,0,2019,11,23
400,1378251,7372029,Downtown Core,Church-Yonge Corridor,43.67003,-79.38175,Private room,77,3,124,2019-11-23,1.61,1,0,2019,11,23
401,1382277,7484678,East End,South Riverdale,43.65739,-79.34895,Entire home/apt,135,1,662,2019-11-28,8.56,1,0,2019,11,28
402,1416753,1108156,Scarborough,Birchcliffe-Cliffside,43.70343,-79.26016,Entire home/apt,77,20,12,2019-02-28,0.16,2,0,2019,2,28
403,1419648,7534746,Downtown Core,North St.James Town,43.66728,-79.37534,Entire home/apt,150,3,30,2019-09-22,0.62,1,37,2019,9,22
405,1422877,7658503,North York,Willowdale East,43.757,-79.40654,Entire home/apt,101,2,15,2019-11-08,0.2,1,0,2019,11,8
406,1422942,1471640,West End,Niagara,43.6369,-79.42002,Entire home/apt,80,2,13,2016-11-13,0.17,1,341,2016,11,13
407,1426591,7672988,West End,Little Portugal,43.64996,-79.43733,Private room,85,1,27,2019-11-02,0.35,2,214,2019,11,2
409,1431361,1788334,West End,Niagara,43.64508,-79.40617,Entire home/apt,200,7,3,2018-12-15,0.1,1,0,2018,12,15
410,1433895,6066930,East York,Old East York,43.69551,-79.34352,Entire home/apt,89,7,4,2019-05-26,0.14,1,250,2019,5,26
411,1441596,5214021,Downtown Core,Church-Yonge Corridor,43.66619,-79.38102,Shared room,596,1,4,2017-05-07,0.05,3,365,2017,5,7
412,1455278,7804231,West End,Junction Area,43.66806,-79.47378,Entire home/apt,398,6,8,2019-11-17,0.11,1,89,2019,11,17
413,1456369,6153361,Scarborough,Agincourt South-Malvern West,43.79047,-79.27117,Entire home/apt,54,2,19,2018-10-31,0.74,1,219,2018,10,31
414,1456384,7810637,Downtown Core,Church-Yonge Corridor,43.66968,-79.38416,Entire home/apt,498,5,46,2019-08-05,0.6,1,364,2019,8,5
415,1459100,3150111,Downtown Core,Waterfront Communities-The Island,43.6477,-79.39747,Entire home/apt,190,1,154,2019-11-15,2.83,6,0,2019,11,15
416,1472489,2180237,Downtown Core,Church-Yonge Corridor,43.66979,-79.38348,Entire home/apt,186,7,174,2019-03-06,2.27,4,0,2019,3,6
417,1475233,7895355,West End,Niagara,43.63989,-79.4178,Entire home/apt,251,4,69,2019-07-01,0.91,1,90,2019,7,1
418,1477940,1200367,West End,Dovercourt-Wallace Emerson-Junction,43.66621,-79.45248,Entire home/apt,115,5,35,2019-12-01,0.48,4,358,2019,12,1
419,1483630,3800844,West End,South Parkdale,43.64089,-79.43016,Entire home/apt,121,5,6,2018-08-13,0.08,1,358,2018,8,13
420,1483919,7860490,East End,Woodbine Corridor,43.67542,-79.31621,Entire home/apt,251,4,6,2019-03-14,0.21,1,138,2019,3,14
421,1486931,174616,West End,South Parkdale,43.63823,-79.4209,Entire home/apt,90,2,98,2019-11-17,1.28,1,179,2019,11,17
423,1500138,1839486,West End,Trinity-Bellwoods,43.65371,-79.42043,Entire home/apt,107,2,10,2018-01-03,0.16,1,203,2018,1,3
424,1501517,8023067,Downtown Core,Waterfront Communities-The Island,43.64237,-79.37629,Entire home/apt,648,120,8,2016-05-05,0.11,3,0,2016,5,5
425,1510402,4297691,West End,Dufferin Grove,43.65974,-79.43545,Private room,45,1,409,2019-11-23,5.33,3,0,2019,11,23
426,1521491,1919294,North York,Willowdale East,43.76905,-79.39077,Entire home/apt,170,28,10,2018-07-19,0.15,82,90,2018,7,19
428,1525526,4301689,Downtown Core,Cabbagetown-South St.James Town,43.66396,-79.35996,Entire home/apt,121,7,4,2019-07-18,0.05,1,362,2019,7,18
429,1530809,3268493,Downtown Core,Cabbagetown-South St.James Town,43.66453,-79.36831,Entire home/apt,90,4,33,2019-11-09,0.44,1,14,2019,11,9
431,1537331,5130113,West End,Roncesvalles,43.64515,-79.43844,Entire home/apt,200,4,11,2018-12-30,0.14,1,8,2018,12,30
432,1544597,6048680,West End,Little Portugal,43.65146,-79.43342,Private room,84,2,7,2019-09-27,0.45,8,365,2019,9,27
433,1544959,65479,North York,Pleasant View,43.77998,-79.32956,Private room,21,7,9,2019-10-04,0.19,8,365,2019,10,4
434,1545555,65479,North York,Pleasant View,43.78049,-79.32804,Private room,25,2,9,2019-08-18,0.13,8,346,2019,8,18
435,1546244,4991306,West End,Trinity-Bellwoods,43.65423,-79.41154,Private room,99,1,84,2019-12-05,3.05,1,354,2019,12,5
436,1550882,2788736,North York,St.Andrew-Windfields,43.75961,-79.3949,Entire home/apt,93,6,42,2019-07-21,0.55,1,200,2019,7,21
437,1552251,8267190,Downtown Core,Annex,43.66903,-79.417,Private room,49,10,37,2019-10-14,0.49,3,259,2019,10,14
439,1554581,8277300,Downtown Core,University,43.6603,-79.40164,Entire home/apt,300,14,24,2019-07-30,0.32,1,154,2019,7,30
440,1560504,3400584,West End,Trinity-Bellwoods,43.64854,-79.40799,Entire home/apt,399,4,22,2019-07-24,0.29,1,360,2019,7,24
441,1560977,8306299,West End,Niagara,43.63521,-79.40613,Entire home/apt,126,1,416,2019-11-16,5.48,2,92,2019,11,16
