id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
37808525,"Richview Hills Apartment, airport shuttle",43899922,Tatiana,,Kingsview Village-The Westway,43.68664,-79.55461,Entire home/apt,111,2,1,2019-10-05,0.46,2,258
37808557,Modern & Spacious 2BR 2 BATH with Gorgeous View,286154255,Coulter,,Yonge-St.Clair,43.68564,-79.39887,Entire home/apt,175,2,8,2019-12-01,2.38,1,0
37808674,A bohemian escape in the heart of Toronto.,286154898,George,,Waterfront Communities-The Island,43.64627,-79.40279,Entire home/apt,90,4,1,2019-09-20,0.37,1,123
37808793,Cozy basement studio,54124330,Bruno,,Keelesdale-Eglinton West,43.68163,-79.46239,Entire home/apt,52,1,2,2019-12-05,2,1,192
37809159,"Richview Hills Suite, airport shuttle",43899922,Tatiana,,Kingsview Village-The Westway,43.68692,-79.55521,Entire home/apt,207,2,1,2019-10-21,0.61,2,249
37809395,Private room near Finch Station,286161483,Sherwin,,Westminster-Branson,43.77448,-79.44899,Private room,40,1,1,2019-08-24,0.28,1,90
37809709,800 square ft in the heart of downtown Toronto,243342859,David,,Waterfront Communities-The Island,43.63912,-79.39528,Private room,60,1,1,2019-09-15,0.35,2,89
37809871,⭐️Spacious Guest Suite | In the ❤️ of Scarborough,286165609,Nezrab,,Dorset Park,43.7644,-79.28617,Entire home/apt,65,2,10,2019-11-27,2.91,1,173
37810081,Right in the heart of downtown,243342859,David,,Waterfront Communities-The Island,43.63915,-79.39558,Entire home/apt,285,2,0,,,2,88
37810562,Superior Gorgeous Penthouse Lakeview in DT Toronto,19509784,Kevin,,Niagara,43.63627,-79.4042,Entire home/apt,251,4,3,2019-10-21,1.15,32,330
37810579,Heart of Riverdale! 5 KM from Yonge & Dundas,1544204,Athena,,South Riverdale,43.66232,-79.34726,Private room,54,30,0,,,1,364
37810801,Cozy and comfortable modern studio in downtown,283862619,Susanna,,Niagara,43.63547,-79.40656,Entire home/apt,129,2,7,2019-11-24,2.00,1,0
37810929,Luxurious modern open-concept 3BR Leslieville home,2128784,Alex & Ali,,Greenwood-Coxwell,43.66582,-79.32545,Entire home/apt,390,5,1,2019-10-02,0.44,1,0
37812096,Cabbagetown Stunning Apartment,2256396,John,,Cabbagetown-South St.James Town,43.66284,-79.36522,Entire home/apt,80,60,0,,,3,352
37812119,"Lux 1bdrm + den, stunning 30th floor lake views!",184495090,Tasha,,Waterfront Communities-The Island,43.63855,-79.39913,Entire home/apt,138,1,18,2019-11-30,6.84,2,351
37813979,Newly Renovated Downtown House - 2 Parking Spots,261702849,May,,Moss Park,43.65586,-79.36277,Entire home/apt,899,2,5,2019-11-17,1.92,3,300
37814991,Newly Renovated Downtown House - 2 Parking Spots,59038458,Yvonne,,Regent Park,43.65591,-79.36435,Entire home/apt,699,3,0,,,3,300
37815138,Private room.2min Islington station.10min downtown,284872358,Jeremie,,Islington-City Centre West,43.64622,-79.52666,Private room,130,1,0,,,1,84
37825217,Casa Loma Lower Level,253678734,,,Casa Loma,43.67753,-79.4152,Entire home/apt,80,7,2,2019-10-11,0.87,8,160
37825837,Beautiful Condo in Heart of downtown,32238051,Monica,,Waterfront Communities-The Island,43.64222,-79.38173,Entire home/apt,70,1,3,2019-11-13,0.85,5,101
37825906,"Beautiful, relaxing, modern in  heart of Downtown",237704206,Saghar,,Waterfront Communities-The Island,43.64081,-79.38328,Entire home/apt,110,1,18,2019-12-04,4.78,5,131
37830133,A Home away from Home.,53968698,Nitin,,Bendale,43.75947,-79.24836,Private room,80,2,1,2019-09-01,0.30,2,179
37833108,10 min walk to Union Station.. best location,29711069,Seema,,Waterfront Communities-The Island,43.64381,-79.39198,Entire home/apt,220,2,2,2019-11-03,1.05,3,0
37834230,Newly rennovated basement suite in Dufferin Grove,3740441,Allyson,,Dufferin Grove,43.65549,-79.43067,Entire home/apt,80,30,1,2019-10-07,0.48,2,97
37834765,Spacious room in detached house in the middle town,102857973,Krishna,,Briar Hill-Belgravia,43.69773,-79.44215,Shared room,30,28,1,2019-10-31,0.77,9,58
37835155,Heart of the City Newly listed Luxury 1000sqf home,265286504,Ali,,Waterfront Communities-The Island,43.63773,-79.39873,Entire home/apt,200,2,11,2019-11-17,3.55,1,84
37835445,Cozy apartment w/ view of CN tower,192710720,Nic,,Downsview-Roding-CFB,43.75006,-79.4643,Private room,89,1,0,,,1,47
37835642,5 Star Hotel Residence *Amazing View/Parking/Wifi*,54422135,Sarah,,Waterfront Communities-The Island,43.64503,-79.39192,Entire home/apt,200,7,0,,,19,365
37835800,5 Star Hotel Residence *Amazing View/Parking/Wifi*,97777185,Sarah,,Waterfront Communities-The Island,43.64418,-79.39269,Entire home/apt,200,7,1,2019-11-05,0.88,25,365
37836041,PRIVATE AND QUIET ROOM FOR FEMALES,286459784,Margarita,,Thorncliffe Park,43.70391,-79.34198,Private room,30,1,5,2019-11-18,1.52,2,86
37836345,Luxury  Private Room with Washroom in a condo,286466364,Sam,,Bayview Village,43.76751,-79.37025,Private room,121,1,1,2019-08-18,0.27,1,365
37836810,Gem in Parkdale,112372880,Fabrizio,,Niagara,43.64443,-79.41394,Entire home/apt,120,7,0,,,1,0
37837424,Spacious cozy apartment in Toronto west,20777106,Khristyna,,Islington-City Centre West,43.64394,-79.52756,Entire home/apt,120,5,0,,,1,0
37837488,Private room with a nice view to down town .,284773706,Shahin,,Niagara,43.63955,-79.41429,Private room,76,1,13,2019-11-27,3.48,1,0
37837899,Bright 2bedroom Suite near Yonge & Finch Ave,154094753,Mbabazi,,Newtonbrook West,43.7868,-79.41951,Entire home/apt,152,15,11,2019-11-03,2.92,1,9
37838071,2 Available Bedrooms in Tobermory Dr. (Longterm),286511859,Jelin,,Black Creek,43.76113,-79.51091,Private room,24,1,2,2019-08-27,0.58,1,332
37839508,1 Br Downtown Condo - Eaton Centre- Yonge & Dundas,69778408,Norman,,Bay Street Corridor,43.65412,-79.38015,Entire home/apt,130,28,2,2019-11-16,1.54,13,0
37839708,Stunning condo with Breathtaking Lake Views,154399618,Dale,,Waterfront Communities-The Island,43.6409,-79.39483,Entire home/apt,99,1,23,2019-12-01,6.16,7,95
37839716,Downtown A1 Location walk to Subway/Eaton Centre,276263590,Sumeet,,Moss Park,43.66257,-79.37598,Private room,50,1,3,2019-10-07,0.86,3,35
37841843,Just Need Comfort Floor Bed inDowntown for FEMALEs,34328135,Sefika  -Jessica-,,Waterfront Communities-The Island,43.63892,-79.40006,Shared room,42,1,4,2019-09-14,1.20,3,6
37846040,Clean & Cozy -one bedroom-5 mins to Subway,21809656,Reza,,Lansing-Westgate,43.76238,-79.41556,Entire home/apt,76,3,7,2019-12-07,3.00,3,120
37850863,Bright 2 bedroom Condo - Amazing location!,174969996,Sarah,,High Park North,43.65515,-79.45944,Entire home/apt,245,28,0,,,5,355
37852494,Elegant 2 BR Condo With CN tower View,55357443,Rakesh,,Waterfront Communities-The Island,43.64246,-79.3808,Entire home/apt,343,1,7,2019-11-18,2.31,47,194
37854204,big and clean bedroom with washroom,79122113,Maymay,,Milliken,43.82778,-79.28255,Private room,95,1,0,,,4,365
37854428,Luxurious Studio Apartment in Midtown,286656451,Rashekh,,Mount Pleasant West,43.7135,-79.39246,Entire home/apt,99,1,9,2019-11-17,2.57,1,142
37855572,1BR-1BATH Suite with Balcony,55357443,Rakesh,,Waterfront Communities-The Island,43.64122,-79.38283,Entire home/apt,184,1,2,2019-11-13,1.18,47,200
37855593,Affordable room at Sheppard-Yonge,225165516,Elif,,Willowdale West,43.76881,-79.42156,Private room,33,1,3,2019-12-06,0.84,1,25
37855984,Perfect large 2BR at Dundas subway & Roncesvalles,146226441,Inna,,High Park-Swansea,43.6526,-79.45503,Entire home/apt,199,3,8,2019-11-26,2.45,10,139
37855996,Private room queen size bed with en-suite bathroom,12013800,Esther,,Corso Italia-Davenport,43.67412,-79.44089,Private room,49,2,4,2019-09-09,1.14,2,128
37856176,Lavish 3BR - 2BATH Condo in DownTown,55357443,Rakesh,,Waterfront Communities-The Island,43.64235,-79.38136,Entire home/apt,455,1,2,2019-11-16,2,47,199
37857379,2BR/3 BED/FREE PARKING with Breathtaking Views DT,271310731,Michelle,,Waterfront Communities-The Island,43.64279,-79.38146,Entire home/apt,199,1,21,2019-11-26,7.87,5,144
37857549,Basement room for male only,179595525,Md Shahedul,,West Hill,43.75817,-79.18843,Private room,23,90,1,2019-09-01,0.30,2,341
37857727,Luxurious 2BR/3 Bed Suite w/ lots of Amenities,271310731,Michelle,,Niagara,43.63824,-79.40536,Entire home/apt,199,1,5,2019-12-01,2.27,5,116
37857906,Majestic Heights spacious 3 BR Condo LAKE VIEW,55357443,Rakesh,,Waterfront Communities-The Island,43.64084,-79.38338,Entire home/apt,449,1,3,2019-11-23,0.86,47,206
37858114,14york#5207.1BR Executive Suite with CN Tower View,55357443,Rakesh,,Waterfront Communities-The Island,43.64101,-79.38301,Entire home/apt,219,1,0,,,47,200
37858300,"View of Lake, City & CN Tower 2BR+2BA",55357443,Rakesh,,Waterfront Communities-The Island,43.64249,-79.38269,Entire home/apt,384,1,6,2019-11-17,1.84,47,186
37858360,Deluxe 3-Bed Suite; Walk to Subway; Parking,286725993,Chao,,Willowdale East,43.77382,-79.40202,Entire home/apt,139,2,4,2019-10-28,1.21,1,66
37858579,1 Bedroom Executive Suite Entertainment Dist,55357443,Rakesh,,Waterfront Communities-The Island,43.64288,-79.38201,Entire home/apt,219,1,0,,,47,192
37858729,"Cozy One bedroom Near CN Tower,DownTown",55357443,Rakesh,,Waterfront Communities-The Island,43.64098,-79.38251,Entire home/apt,219,1,0,,,47,184
37858974,Chez Arni,99920224,Arnold,,Islington-City Centre West,43.64664,-79.53475,Private room,80,2,7,2019-09-19,2.02,1,5
37859038,Executive 1BR+Den Sleeps 4 MTCC/ScotiabankArena,271310731,Michelle,,Waterfront Communities-The Island,43.64439,-79.38882,Entire home/apt,200,1,7,2019-11-30,2.66,5,124
37859544,Executive 1BR+Den Sleeps 4 with Breathtaking Views,271310731,Michelle,,Waterfront Communities-The Island,43.6429,-79.38124,Entire home/apt,199,1,6,2019-11-23,2.00,5,159
37859870,Downtown Heritage Home,97676763,Arlene,,Palmerston-Little Italy,43.65651,-79.4258,Private room,95,3,1,2019-09-03,0.31,2,22
37860602,Downtown Lake-view Suite next to Union Station.❤️,131162691,Sam,,Waterfront Communities-The Island,43.64226,-79.38022,Entire home/apt,125,1,26,2019-12-02,7.36,3,85
37860701,Newly renovated Basement Apartment with parking.,283454369,Harish,,Islington-City Centre West,43.65549,-79.5588,Entire home/apt,99,1,6,2019-11-23,3.21,2,172
37860711,14 York#509  1 BR Condo in Toronto Core Downtown,55357443,Rakesh,,Waterfront Communities-The Island,43.64272,-79.38117,Entire home/apt,219,1,0,,,47,160
37861250,Urban Forrest Retreat • 1 Bedroom • Steps to Park,176286295,Stephanie,,High Park North,43.65439,-79.46542,Entire home/apt,64,1,0,,,1,0
37861417,Gorgeous 1 BR across CN Tower,55357443,Rakesh,,Waterfront Communities-The Island,43.64368,-79.38828,Entire home/apt,219,1,7,2019-11-08,1.98,47,205
37861725,1BR-1BATH Suite in Financial District,55357443,Rakesh,,Waterfront Communities-The Island,43.64498,-79.39053,Entire home/apt,184,1,3,2019-11-13,0.85,47,194
37861877,Luxury 2BR Condo In Heart Of Toronto,55357443,Rakesh,,Waterfront Communities-The Island,43.64317,-79.38916,Entire home/apt,343,1,0,,,47,195
37862280,Warm Home,286772436,Joseph,,Runnymede-Bloor West Village,43.65624,-79.4819,Private room,180,1,0,,,5,180
37862393,NEW Luxury Modern Highrise 2BR MapleLeaf Sq.,145235196,Mackenzie,,Waterfront Communities-The Island,43.64243,-79.37931,Entire home/apt,217,2,4,2019-11-08,1.08,2,86
37862580,"QUIET,  Clean, Modest semi-private space,",284351394,Ria,,North St.James Town,43.67218,-79.37486,Private room,36,1,1,2019-10-31,0.77,1,66
37862607,2BR 2BATH with CN Tower View,55357443,Rakesh,,Niagara,43.63555,-79.40419,Entire home/apt,243,1,1,2019-10-20,0.60,47,189
37862831,215 FYB # 2812 NEW · Beautiful 1 Bedroom Condo,55357443,Rakesh,,Niagara,43.63681,-79.40483,Entire home/apt,380,1,0,,,47,178
37862886,Elegant 3BR/2Bath Condo with City View,55357443,Rakesh,,Waterfront Communities-The Island,43.64427,-79.39203,Entire home/apt,449,1,1,2019-11-03,0.83,47,210
37862987,3 Bedrooms - 3BR - Free Parking - Downtown Toronto,144014327,Zach,,Palmerston-Little Italy,43.65899,-79.41005,Entire home/apt,135,1,5,2019-09-01,1.42,3,0
37863180,"1 BR Condo Near CN Tower, Core Downtown",55357443,Rakesh,,Waterfront Communities-The Island,43.64347,-79.39085,Entire home/apt,219,1,2,2019-08-31,0.59,47,189
37863242,Executive 2 Bedroom Suite,55357443,Rakesh,,Waterfront Communities-The Island,43.64841,-79.38967,Entire home/apt,337,1,6,2019-11-16,1.70,47,195
37863334,Spacious 2BR Condo in Entertainment Dist,55357443,Rakesh,,Waterfront Communities-The Island,43.6431,-79.39276,Entire home/apt,384,1,0,,,47,197
37863343,2 BR BUSINESS SUITE & CN TOWER VIEW,55357443,Rakesh,,Waterfront Communities-The Island,43.64981,-79.38811,Entire home/apt,337,1,1,2019-10-08,0.48,47,199
37863576,"Spectacular View of CN Tower, 1BR Condo",55357443,Rakesh,,Waterfront Communities-The Island,43.64883,-79.38924,Entire home/apt,184,1,2,2019-11-03,0.61,47,198
37863831,Perfect 2Bd Condo Near Airport and DT Free Parking,42520292,Jp,,Etobicoke West Mall,43.63941,-79.56148,Entire home/apt,129,2,4,2019-10-24,1.22,7,61
37864409,PRIVATE COZY ROOM. Mins by bus to Dundas W.Station,74170608,Danae,,Keelesdale-Eglinton West,43.6831,-79.46583,Private room,34,2,3,2019-11-17,2.31,2,76
37864586,LuxuryCondo@DT| Stunning view| Perfect for 5-7ppl,24847486,Zachary,,Bay Street Corridor,43.65019,-79.38126,Entire home/apt,789,1,0,,,3,25
37864628,CondoBR-3Min WalkTo Eaton/QueenW/CityHall/Union,24847486,Zachary,,Bay Street Corridor,43.65151,-79.38136,Private room,68,1,8,2019-11-26,3.64,3,169
37871612,Your Sweet Home in TO - Sunny Room (Female Only),218244881,Cathryn,,Wexford/Maryvale,43.73081,-79.30291,Private room,34,28,0,,,6,101
37874933,3 Bedrooms/3 Car Parking in Vibrant Leslieville,175103724,Jocelyn,,South Riverdale,43.66876,-79.33305,Entire home/apt,150,1,0,,,1,14
37876612,B/Cozy charming private 3BR apt. Downdown Subway,205258900,Ben,,Dovercourt-Wallace Emerson-Junction,43.66941,-79.42691,Entire home/apt,99,2,7,2019-10-23,1.93,9,70
37876703,"LARGE 1 Bedroom, 1 Bath  YONGE & SHEPPARD - YS21",12742095,Emil & Sue,,Willowdale East,43.76248,-79.40931,Entire home/apt,99,4,2,2019-11-23,1.02,32,313
37876753,"Room @ Yonge Steeles, North York to Prime Location",286887438,Serguei,,Newtonbrook West,43.79574,-79.42916,Private room,65,1,1,2019-08-31,0.30,4,0
37877085,Modern 2BR Lux Loft ≡ TIFF w/ Skyline + CN Views,286894254,Oxford,,Waterfront Communities-The Island,43.64535,-79.39143,Entire home/apt,109,1,1,2019-10-27,0.70,3,278
37877439,Stylish Open Concept 1 BR Fashion District King W,85109485,Pavel,,Waterfront Communities-The Island,43.64164,-79.40068,Entire home/apt,164,28,3,2019-11-10,1.17,13,337
37878212,"Downtown ""Getaway""  Apartment",13053259,Craig,,Woodbine Corridor,43.66896,-79.3133,Entire home/apt,121,1,21,2019-12-06,5.94,1,99
37880422,Master bedroom in a Condo with breathtaking views,208342331,Sahil,,Waterfront Communities-The Island,43.6424,-79.37956,Private room,80,10,3,2019-09-20,1.00,1,29
37880545,Cozy home with 5 BR 2 parking Spacious & Clean,286927634,Maggie,,Steeles,43.81894,-79.31218,Entire home/apt,239,2,11,2019-12-01,3.08,1,165
37880884,Bright & Spacious Bedroom w/ Private Washrm #203,286934409,Lucy,,Wexford/Maryvale,43.76806,-79.30353,Private room,54,1,2,2019-09-15,0.57,3,38
37881159,One of a Kind Riverdale Retreat,13748025,Stephanie,,North Riverdale,43.67649,-79.34523,Entire home/apt,140,30,0,,,1,365
37881382,Private Silk Suite ≡ CN Views + TIFF+ MTCC + TTC,286894254,Oxford,,Waterfront Communities-The Island,43.64692,-79.391,Private room,54,180,5,2019-11-05,1.52,3,363
37881448,Comfortable sofa,222689037,Issac,,Regent Park,43.66271,-79.35726,Shared room,60,3,0,,,3,341
37881636,Private room comfort,222689037,Issac,,Cabbagetown-South St.James Town,43.66407,-79.35809,Private room,80,2,0,,,3,341
37882029,PRIVATE ROOM. Mins by bus to Dundas W. Station!,74170608,Danae,,Keelesdale-Eglinton West,43.68172,-79.46728,Private room,30,2,2,2019-11-23,0.62,2,77
37882837,Private Suite Downtown Toronto CN Tower View,286894254,Oxford,,Waterfront Communities-The Island,43.64501,-79.39272,Private room,54,180,13,2019-11-01,3.58,3,363
37882897,Simply Comfort. Amber Autumn 2bath 1bd+den DT Apt,10202618,SimplyComfort,,Waterfront Communities-The Island,43.64352,-79.37686,Entire home/apt,999,1,0,,,121,0
37883301,Elegant 1-bed with en suite Jacuzzi Toronto,44996460,Shiraz,,Kingsway South,43.656,-79.51493,Entire home/apt,89,1,0,,,1,32
37884126,"2b/2b Yonge Steeles, North York Toronto",286887438,Serguei,,Newtonbrook West,43.79471,-79.42773,Entire home/apt,150,1,2,2019-10-27,0.65,4,5
37884170,Comfortable accommodation in a trendy area,286973215,Yayita,,Mount Pleasant East,43.71136,-79.38018,Shared room,45,1,0,,,1,11
37884211,Bright condo at Downtown,286970349,Bao,,Waterfront Communities-The Island,43.64335,-79.38213,Entire home/apt,199,1,12,2019-11-23,3.56,1,0
37884299,"Perfect Suite in Toronto, near the Airport",15877238,Joanne,,Etobicoke West Mall,43.64012,-79.56229,Entire home/apt,95,12,4,2019-11-03,1.29,1,155
37884350,"home away from home. with a pool, gym and love",286972509,Stella,,West Humber-Clairville,43.73233,-79.57807,Private room,70,2,1,2019-09-03,0.31,1,30
37884741,A cozy place for your comfort,286977301,Mehrzad,,Newtonbrook West,43.79076,-79.44263,Entire home/apt,105,1,12,2019-11-10,3.56,1,27
37884763,A safe and comfortable place to stay in Toronto,279809859,Krishan,,Pleasant View,43.79996,-79.33827,Private room,54,1,2,2019-10-25,1.05,2,36
37884972,Private room. 10 min walk to Finch Subway / new 2D,257177064,Yong Jun,,Willowdale East,43.78148,-79.40704,Private room,45,1,2,2019-11-23,0.56,4,90
37885032,Stylish Two Level Executive Loft with Amazing View,286981061,Karen,,Kensington-Chinatown,43.64899,-79.39545,Entire home/apt,129,20,4,2019-11-08,1.08,1,37
37885149,❤️Downtown Toronto Deluxe Lake View CN Tower Condo,134933529,Sylvia,,Waterfront Communities-The Island,43.64345,-79.38099,Entire home/apt,134,1,8,2019-11-23,2.22,9,333
37885300,LUXURY CONDO IN DOWNTOWN,286982749,Jane,,Bay Street Corridor,43.66016,-79.38331,Entire home/apt,251,1,7,2019-12-01,2.10,3,364
37885488,Bright & peaceful: Large 1 bdrm Dufferin Grove Apt,19937042,Elan,,Little Portugal,43.65279,-79.42836,Entire home/apt,174,1,2,2019-09-15,0.61,1,0
37885722,Amazing view Stylish Resort Style Living Suite,118070927,Patrick,,Mimico (includes Humber Bay Shores),43.62273,-79.47942,Entire home/apt,142,1,6,2019-11-03,2.02,2,88
37886474,"Beautiful, Bright Basement Apartment by High Park.",286211530,Ali & Harika,,High Park North,43.65143,-79.47624,Entire home/apt,110,1,7,2019-11-02,1.98,1,351
37886608,Cozy Apartment in the heart of DT Toronto,286998881,Hayan,,Church-Yonge Corridor,43.66607,-79.3833,Entire home/apt,90,2,3,2019-09-11,0.86,1,22
37886738,Private Room + Bath in DOWNTOWN Toronto,99432602,Kutay Berk,,Moss Park,43.65619,-79.36069,Private room,81,1,4,2019-09-28,1.17,4,0
37886818,"Park View Clean Room B, Newly renovated~",183042938,Tia,,L'Amoreaux,43.7889,-79.32746,Private room,54,2,3,2019-10-12,0.99,3,180
37886870,2 Br - Downtown Condo - CN Tower & Rogers Centre,69778408,Norman,,Waterfront Communities-The Island,43.63947,-79.39121,Entire home/apt,180,7,1,2019-09-05,0.32,13,30
37887277,Beautiful condo one block away from TIFF Bell!,2316145,Elena,,Waterfront Communities-The Island,43.64431,-79.39353,Entire home/apt,600,4,0,,,1,365
37887893,2nd Floor Cozy One Bedroom w/ Private Bath#201,286934409,Lucy,,Wexford/Maryvale,43.76825,-79.30281,Private room,45,1,8,2019-11-14,2.38,3,23
37887908,NEW Listing - Private Place Toronto skyline view,286703753,Trish,,Niagara,43.64469,-79.4095,Entire home/apt,89,2,9,2019-12-05,4.74,1,67
37888196,2nd Floor Bright One Bedroom w/ Private Bath#202,286934409,Lucy,,Wexford/Maryvale,43.76822,-79.30278,Private room,50,1,4,2019-11-04,1.41,3,26
37888351,⭐ Luxury 2BD Suite⭐Core Downtown⭐FREE Parking,12573603,Tarun,,Waterfront Communities-The Island,43.64251,-79.39284,Entire home/apt,165,28,0,,,1,0
37901349,Cozy charming private 3BR apt. Downdown Subway,201680762,Helen,,Dovercourt-Wallace Emerson-Junction,43.66857,-79.42823,Entire home/apt,98,2,9,2019-11-20,2.70,7,70
37905199,TIFF KING WEST HOME - HEART OF TORONTO,6422622,Phil,,Waterfront Communities-The Island,43.64277,-79.39975,Entire home/apt,899,1,0,,,1,0
37907557,Stylish 2-bdrm apartment near subway and Bloor St.,627018,Mehnaz,,Runnymede-Bloor West Village,43.65759,-79.47904,Entire home/apt,135,1,3,2019-11-24,0.98,2,5
37907640,Furnished 1 Bedroom unit in North York,1919294,Toronto Suite Rentals,,Bayview Village,43.76682,-79.37065,Entire home/apt,159,5,1,2019-10-13,0.53,82,167
37908422,Superb 2 br 2 bth free parking High Park & subway,146226441,Inna,,High Park-Swansea,43.65245,-79.45446,Entire home/apt,199,1,9,2019-11-17,2.76,10,168
37908744,"Stylish Modern Condo, Amazing View, Great Location",5879138,Mariana,,Junction Area,43.66604,-79.46566,Entire home/apt,200,2,9,2019-11-25,2.97,1,268
37909843,Royal condo 1BR w/ terrace,282207267,Sara,,Waterfront Communities-The Island,43.64052,-79.39732,Entire home/apt,199,1,6,2019-10-19,1.70,1,172
37910412,Bright modern studio in Leslieville,5503971,Yoona,,South Riverdale,43.66158,-79.33569,Entire home/apt,200,2,3,2019-11-03,1.01,1,23
37910671,1BR Apartment With a Balcony and Panoramic Views,276561726,Matt,,Waterfront Communities-The Island,43.64231,-79.37982,Entire home/apt,999,1,20,2019-11-24,5.61,7,289
37910991,Its a very comfortable and  clean space.,286536778,Amyvi,,Westminster-Branson,43.77026,-79.4517,Entire home/apt,34,3,2,2019-08-30,0.58,1,342
37911380,One bed room for female student,287195333,Shahida,,Clairlea-Birchmount,43.71084,-79.2655,Private room,40,1,0,,,1,178
37912390,Bright 1BR highrise condo+parking Downtown Toronto,249656266,Rodella,,Waterfront Communities-The Island,43.6393,-79.39724,Entire home/apt,199,1,14,2019-11-11,3.96,1,73
37912829,One Bedroom Condo in midtown Toronto,287205203,Emy,,Mount Pleasant West,43.70778,-79.39658,Entire home/apt,85,14,1,2019-09-30,0.43,1,53
37912833,Beautiful View/Centre of Distillery/Cozy Studio,98785750,Mic,,Moss Park,43.653,-79.3661,Entire home/apt,95,3,2,2019-11-23,2,1,16
37912956,Perfect  condo downtown - biz travel or relocation,504949,Andrew,,Moss Park,43.65183,-79.37003,Entire home/apt,160,14,1,2019-09-30,0.43,1,287
37913067,Private Room near Centennial College & Hwy 401,262305521,June,,Agincourt South-Malvern West,43.79161,-79.23793,Private room,50,1,26,2019-11-24,7.03,1,0
37913500,Private entrance 2 BD in vibrant Leslieville,287211376,Michael,,South Riverdale,43.6581,-79.3386,Entire home/apt,98,3,2,2019-10-03,0.61,1,180
37914131,Cozy & clean apartment by woodbine beach for cheap,113433026,Tenzin,,The Beaches,43.67178,-79.30822,Entire home/apt,80,2,3,2019-09-14,0.92,1,268
37914402,Cozy Bedroom in Heart of North York,286131548,Arman,,Newtonbrook East,43.79427,-79.39697,Private room,65,2,6,2019-09-28,1.70,3,90
37914532,Just north of High Park,58598345,Jerry,,High Park North,43.65904,-79.46538,Private room,59,1,0,,,1,0
37914688,Spacious Unit Central to Downtown TOronto,95945877,Vikaas,,Waterfront Communities-The Island,43.6435,-79.38955,Entire home/apt,200,3,10,2019-11-28,3.37,1,254
37914873,"Cozy room in downtown, Church 2min, College 5 min,",25749854,Steven And Frank,,Church-Yonge Corridor,43.66345,-79.37766,Private room,60,2,11,2019-11-27,3.27,1,126
37915017,Sunny Guest Room with Private Entrance,207802778,Vladimir,,Scarborough Village,43.74281,-79.21073,Private room,50,1,33,2019-12-02,9.25,1,145
37915231,♦ White Downtown Condo ♦,284586267,Mena,,Waterfront Communities-The Island,43.64057,-79.39667,Entire home/apt,300,1,9,2019-11-18,2.76,1,171
37915464,"Beautiful Gem, Downtown Toronto",8029027,Erica,,Niagara,43.6416,-79.41289,Entire home/apt,89,7,0,,,1,48
37916419,Cute and Cozy Apt in the heart of QUEEN WEST,287240560,Elvira,,Trinity-Bellwoods,43.64734,-79.40933,Entire home/apt,190,2,4,2019-11-25,1.71,1,180
37917201,"Bright & Airy Bedroom Downtown, Toronto",184257726,Dmitry,,Niagara,43.63877,-79.41476,Private room,70,1,14,2019-11-23,4.20,1,63
37918134,BIG ROOM FOR A BUDGET TRAVELLER UNDER $40 /NIGHT,203813250,Sheekha,,High Park-Swansea,43.64324,-79.48095,Private room,38,15,1,2019-11-11,1,13,365
37918317,Downtown Cozy Room for 3,287260953,May,,Kensington-Chinatown,43.65311,-79.39461,Private room,89,1,6,2019-11-18,2.65,9,80
37918855,A suite apartment with patio & backyard,272357700,Shahla,,Mount Dennis,43.68648,-79.49476,Entire home/apt,85,1,11,2019-11-25,3.67,7,365
37918871,Private Bedroom- Downtown Toronto,168739347,Stephen,,Casa Loma,43.68135,-79.39979,Private room,60,1,1,2019-08-21,0.27,1,126
37919406,Entertainment District 1 bedroom + private terrace,3395261,Angelo,,Waterfront Communities-The Island,43.64228,-79.4002,Entire home/apt,248,2,0,,,1,0
37919969,Large Luxurious Room,92834120,Rukmini,,York University Heights,43.76892,-79.49974,Private room,99,2,0,,,7,364
37932117,"Air Conditioned,Quiet, New Private Room/Bathroom",287386750,Chinwe,,Woburn,43.77411,-79.23108,Private room,45,1,9,2019-11-29,2.48,1,163
37933477,1BR w/ Parking Beautiful Light-filled Apartment,19968982,Linh,,Roncesvalles,43.64993,-79.445,Entire home/apt,160,3,15,2019-11-29,4.29,2,103
37937049,Private Rm L Big Common Area near York U/ Subway,96693289,Crystal,,Black Creek,43.76945,-79.5211,Private room,34,30,2,2019-10-31,0.92,10,354
37937151,Main floor Room,213053039,Sofie,,Woodbine Corridor,43.67713,-79.31043,Private room,54,1,1,2019-09-03,0.31,3,365
37937970,FLASH SALE-25% OFF-PRESTIGIOUS TOWER -QUEENS QUAY,203813250,Sheekha,,Waterfront Communities-The Island,43.64029,-79.38099,Entire home/apt,139,3,5,2019-10-22,1.67,13,179
37939248,Authentic loft in Toronto's hippest neighborhood.,1585958,Tatiana,,Niagara,43.64488,-79.40626,Entire home/apt,350,1,0,,,1,5
37940290,HOME AWAY FROM HOME,1367969,Sherill,,Malvern,43.79809,-79.22094,Private room,15,7,0,,,2,24
37940825,Ice Tower Downtown Toronto city view,74289446,Peter,,Waterfront Communities-The Island,43.64316,-79.38055,Entire home/apt,121,1,2,2019-08-23,0.55,6,113
