id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11617376,One Bedroom + Den Condo (With ONE Parking Space),47406407,Patrick,,Mount Pleasant West,43.70493,-79.39709,Entire home/apt,164,30,0,,,1,358
11623936,Fabulous 1 Bedrm suite/kitchenette,61541880,Kachikwu,,Waterfront Communities-The Island,43.64405,-79.38116,Entire home/apt,106,2,5,2016-04-13,0.11,1,0
11624546,Entire 1Bdrm Apt - Church&Dundas,61572299,Hoda,,Church-Yonge Corridor,43.65675,-79.37633,Entire home/apt,76,2,10,2016-06-10,0.23,1,0
11624582,2 BDRM Annex Stylish Apt,17944133,Gabriel & Sarah,,Annex,43.66627,-79.40738,Entire home/apt,111,1,128,2019-12-04,3.97,1,45
11624771,beautiful room in big house with backyard view,61574112,Borana,,Oakwood Village,43.68031,-79.43726,Private room,45,1,31,2019-09-22,0.71,4,73
11625050,PRIME LOCATION DWNT / CN Tower View w/FREE Park,61571341,Tamara,,Waterfront Communities-The Island,43.63932,-79.38267,Entire home/apt,300,2,57,2019-04-09,1.26,1,32
11625716,Central City Condo,61583158,Han,,Waterfront Communities-The Island,43.64233,-79.39222,Private room,500,1,1,2016-09-17,0.03,1,179
11626301,Authentic Stunning & Cozy Loft,61589833,Paula,,South Parkdale,43.64147,-79.4317,Entire home/apt,251,3,3,2019-10-18,0.21,1,364
11626491,Sunny,29395026,Sylvester,,Rouge,43.8188,-79.2013,Private room,50,1,24,2019-11-30,0.55,7,158
11634350,Private Room C Near Dufferin Subway,46024106,Janet,,Dovercourt-Wallace Emerson-Junction,43.66349,-79.43616,Private room,49,1,17,2018-02-22,0.38,7,220
11634983,Private Room D Near Dufferin Subway,46024106,Janet,,Dovercourt-Wallace Emerson-Junction,43.66438,-79.4369,Private room,54,1,15,2018-05-04,0.34,7,220
11635646,1 Bedroom Condo,44079488,Julia,,Waterfront Communities-The Island,43.64156,-79.39556,Entire home/apt,73,2,6,2016-04-30,0.13,1,0
11648181,"Stylish, Central Flat, Private Patio, Parking",3510222,Olya,,Waterfront Communities-The Island,43.6494,-79.38784,Entire home/apt,121,3,312,2019-12-02,6.88,1,234
11653577,TRENDY 1 BR APT. PRIME LOCATION. SPECTACULAR VIEW!,21761190,Roksolana & Demetre,,Church-Yonge Corridor,43.65359,-79.37948,Entire home/apt,143,2,111,2019-11-10,2.49,2,0
11656333,Garden suite for 1 or 2 persons -,5845313,Catherine,,Dovercourt-Wallace Emerson-Junction,43.66057,-79.43333,Entire home/apt,90,7,0,,,4,342
11659485,A neat and nicely furnished room,9956811,Erica,,Mount Dennis,43.69014,-79.49619,Private room,119,3,0,,,11,341
11667594,CN Tower View,30551517,Vahan,,Waterfront Communities-The Island,43.64724,-79.39196,Entire home/apt,118,2,156,2018-04-10,3.42,2,49
11674218,Home Away from Home @ Fairview Mall,52080589,Lince,,Henry Farm,43.77468,-79.33289,Private room,76,360,6,2017-10-02,0.15,1,363
11675421,Bright Bsmt APT in Trendy Dufferin Grove,30654608,David,,Dufferin Grove,43.65764,-79.43526,Entire home/apt,76,2,215,2019-11-19,4.82,4,24
11676949,Entire house in the great Annex neighbourhood,776545,Donna,,Casa Loma,43.67581,-79.41176,Entire home/apt,200,2,39,2019-11-18,0.93,1,167
11678518,Perfect Condo - Heart of Downtown!,62026809,Karun,,Waterfront Communities-The Island,43.64241,-79.38225,Entire home/apt,99,1,8,2016-11-06,0.18,1,0
11678924,1-bdrm apt in the heart of Toronto!,25710991,Roman,,Waterfront Communities-The Island,43.64157,-79.38195,Entire home/apt,200,4,7,2016-09-26,0.17,1,0
11680705,Aircanada Center place Condo,61404130,Denis,,Waterfront Communities-The Island,43.64392,-79.37991,Entire home/apt,110,7,1,2016-03-28,0.02,1,0
11683303,SKY Room + Private Bathroom,10724994,Nike,,Palmerston-Little Italy,43.66028,-79.41062,Private room,81,2,4,2019-10-22,0.10,3,36
11686047,Cat Sitting Holiday in Toronto,2781437,Alexis,,Annex,43.66743,-79.41813,Entire home/apt,45,5,8,2019-08-30,0.18,1,20
11688985,Furnished Bright 1-Bedroom Annex,31397373,Nadina,,Annex,43.6674,-79.40621,Entire home/apt,130,1,0,,,1,0
11690168,"modern, comfortable condominum",62110509,Mustafa,,Mimico (includes Humber Bay Shores),43.63097,-79.47523,Entire home/apt,121,1,8,2016-08-14,0.18,1,0
11692605,two bedroom house with yard & patio,4517650,Tim,,Roncesvalles,43.64126,-79.44455,Entire home/apt,95,2,8,2017-11-05,0.19,1,0
11698563,Luxury Bedroom in Downtown Toronto,8097511,Jessica,,Waterfront Communities-The Island,43.63977,-79.39869,Private room,90,1,35,2017-05-05,0.77,1,0
11698825,Garden Loft Suite (yonge/dundas and distillerie),8142107,Lisa,,Moss Park,43.65781,-79.36669,Entire home/apt,98,5,117,2019-11-04,2.68,2,105
11699057,NEW Two-Story Loft- Liberty Village,2124835,Joe,,Niagara,43.63704,-79.41917,Entire home/apt,164,3,18,2017-06-11,0.40,6,0
11699244,Downtown Lake-Front-Condo with Parking,62171928,Pete,,Niagara,43.63665,-79.40676,Entire home/apt,147,3,111,2019-12-02,2.46,1,56
11699928,"Downtown Entire Top Floor Suite,Free Parking &WiFi",23459764,John,,North Riverdale,43.67001,-79.34497,Entire home/apt,99,5,52,2019-11-02,1.17,3,323
11700702,Waterfront View Lake Ontario,7821474,Michael J,,Mimico (includes Humber Bay Shores),43.62681,-79.47968,Entire home/apt,99,1,1,2016-04-06,0.02,1,0
11717391,Breathtaking Views - 2 Bedroom Condo in the Sky,62301978,Lucy,,Waterfront Communities-The Island,43.64701,-79.39351,Entire home/apt,649,2,9,2018-09-26,0.46,1,87
11718611,2 Bedroom Condo - Downtown Toronto,22771222,Edmund,,Bay Street Corridor,43.66449,-79.38527,Entire home/apt,251,1,25,2019-09-02,0.58,1,0
11720018,Madame Margot-lovely basement suite,29160168,Céline,,Woodbine Corridor,43.68398,-79.31256,Entire home/apt,99,5,16,2019-11-10,0.37,1,218
11720805,Newly Renovated Trendy Loft - Bright and Spacious,15942957,Kevin,,Waterfront Communities-The Island,43.64784,-79.39754,Entire home/apt,119,1,250,2019-11-29,5.63,2,0
11727674,Artistic/MOD Victorian,10724994,Nike,,Palmerston-Little Italy,43.66203,-79.41012,Entire home/apt,192,2,105,2019-09-21,2.32,3,221
11733971,Toronto - Central/Classic Location,62414567,Randolph,,Leaside-Bennington,43.69889,-79.37143,Entire home/apt,274,7,1,2016-07-08,0.02,1,311
11734857,Trendy King West Condo Core Downtown Toronto,10338247,Kevin,,Waterfront Communities-The Island,43.64385,-79.40198,Entire home/apt,127,3,31,2019-08-30,0.94,1,365
11735427,In-law Style Guest Suite,6369703,Dave & Julie,,Thistletown-Beaumond Heights,43.74002,-79.55827,Entire home/apt,76,15,19,2019-10-19,0.52,1,67
11738234,Modern Studio in Stunning Yorkville,62444556,Mitchell,,Rosedale-Moore Park,43.67094,-79.38479,Entire home/apt,121,2,9,2016-09-18,0.21,1,0
11741442,Urban townhouse with outdoor pool,7405633,Marisa,,Dufferin Grove,43.65646,-79.44569,Entire home/apt,164,4,0,,,1,0
11743123,Comfy Modern Central Toronto Apartment,14720783,Dovran,,Wychwood,43.67447,-79.42021,Entire home/apt,95,5,56,2019-11-16,1.33,4,171
11753462,Gorgeous Yorkville apartment,62540478,Taniya,,Annex,43.66943,-79.3939,Entire home/apt,99,2,6,2017-05-15,0.14,1,0
11753958,YONGE AND EGLINTON,13130787,Branka,,Mount Pleasant East,43.71378,-79.39047,Private room,94,90,5,2016-11-26,0.12,1,365
11755970,Cozy Townhouse with yard & parking,62557170,James,,Kensington-Chinatown,43.65132,-79.39509,Entire home/apt,164,2,186,2019-10-27,4.10,2,309
11759175,Cozy Unit In Kensington Market,53955322,Sindy,,Kensington-Chinatown,43.6554,-79.40302,Entire home/apt,68,1,153,2019-12-02,3.38,4,176
11770020,Private Apartment in Downtown TO,33062401,Jared,,Waterfront Communities-The Island,43.64577,-79.39402,Entire home/apt,99,3,6,2016-09-05,0.13,1,0
11770353,Ground Floor 1-bdr Apartment,62655329,Matthew,,Don Valley Village,43.7741,-79.35612,Entire home/apt,60,5,12,2019-04-30,0.28,1,0
11775116,"! COZY BRIGHT ROOM, DAVISVILLE SUBWAY ST.",62687078,Michal,,Mount Pleasant West,43.69882,-79.38977,Private room,33,2,146,2019-11-22,3.48,6,183
11776204,Downtown Toronto Condo,17720676,Marusia,,Waterfront Communities-The Island,43.64797,-79.39381,Entire home/apt,95,20,1,2016-06-28,0.02,1,0
11777213,Clean and Cozy Bedroom only for Female,56130387,Zahra,,Mount Pleasant West,43.71125,-79.3943,Private room,60,1,16,2019-10-11,0.35,1,27
11787722,Beautiful Home with backyard by Bellwoods,5754537,Silvia Mariel,,Trinity-Bellwoods,43.64824,-79.40834,Entire home/apt,190,2,20,2018-09-29,0.65,1,0
11792715,Luxury 2 Bed Condo (amazing views!),62801208,Will,,Waterfront Communities-The Island,43.64851,-79.39305,Entire home/apt,125,10,11,2019-03-31,0.25,1,0
11810887,Midtown Home Away From Home,34542242,Maria,,Humewood-Cedarvale,43.69525,-79.42456,Entire home/apt,130,1,0,,,1,0
11814610,Large bedroom with sitting area,17719217,Lori,,Cabbagetown-South St.James Town,43.66439,-79.37528,Private room,80,21,1,2016-10-01,0.03,4,0
11837447,New downtown Condo with great view,63070107,Ken,,Waterfront Communities-The Island,43.64154,-79.38096,Entire home/apt,105,2,30,2017-11-12,0.67,1,0
11840922,Luxury Condo with View- private room+bathroom,48337255,Jessica,,Bayview Village,43.76679,-79.37173,Private room,72,1,46,2018-10-29,1.06,1,0
11841761,High Park Tresor,63097604,Karia,,Lambton Baby Point,43.66385,-79.5036,Private room,72,1,3,2019-08-05,0.07,2,180
11842507,Close to Yonge and Finch,5305094,Stanko,,Newtonbrook West,43.79103,-79.43779,Entire home/apt,60,4,18,2018-10-31,0.55,1,189
11846364,Urban Oasis on King St. W,63126915,Cheryl,,Waterfront Communities-The Island,43.64283,-79.39896,Entire home/apt,705,7,7,2019-11-04,0.16,2,89
11846546,Toronto Penthouse!,649516,Ellen,,Woburn,43.75744,-79.24126,Private room,89,1,0,,,1,0
11848948,Two Story Trinity Bellwoods Loft With  Park View,10334021,John,,Trinity-Bellwoods,43.64613,-79.41279,Entire home/apt,166,2,16,2019-08-19,0.56,1,8
11849199,Aura of Downtown Toronto. 3BR Condo,63145394,Your Host,,Bay Street Corridor,43.66003,-79.38364,Entire home/apt,789,90,28,2017-08-28,0.62,1,95
11850515,Spacious Downtown Toronto Penthouse,2753637,Mackenzie,,Church-Yonge Corridor,43.65943,-79.38137,Entire home/apt,175,2,1,2016-07-04,0.02,1,0
11861906,Elegant Condo amidst Liberty Village & Queen West,63228977,Dan,,Niagara,43.63981,-79.41415,Entire home/apt,110,7,49,2018-12-02,1.25,1,0
11868891,"Detached home, minutes from subway and public pool",63264663,Robert,,Greenwood-Coxwell,43.68041,-79.32802,Entire home/apt,195,2,3,2017-12-27,0.07,1,0
11871399,Downtown Toronto Loft,40969986,Robert,,Niagara,43.64037,-79.41214,Entire home/apt,150,2,3,2016-06-13,0.07,1,0
11872238,Cozy & clean room in North York,706785,Esther,,Willowdale East,43.76045,-79.40609,Private room,45,7,0,,,2,365
11872244,Convenient at Yonge and Wellesley,63297078,Jennifer,,Church-Yonge Corridor,43.66558,-79.3837,Entire home/apt,140,1,133,2018-09-23,2.96,4,0
11878962,Bay-Bloor Oasis,3618600,Elizabeth,,Bay Street Corridor,43.66695,-79.38646,Entire home/apt,144,2,74,2019-05-15,1.67,1,0
11889016,UNIQUE LOFT IN TRENDY JUNCTION AREA,15281055,Katy,,Junction Area,43.66489,-79.48061,Entire home/apt,56,20,1,2016-04-30,0.02,1,0
11891937,3 Bedroom Boutique 400 sqft + terrace,47702059,Marie,,Waterfront Communities-The Island,43.63946,-79.39481,Entire home/apt,799,1,78,2019-09-14,1.74,1,164
11893245,"Downtown condo, great location and amenities",12780455,Danielle,,Waterfront Communities-The Island,43.64245,-79.39154,Entire home/apt,109,1,14,2018-06-28,0.59,1,0
11894560,Stylish Condo with Panoramic View,22904109,Laert,,York University Heights,43.75079,-79.46483,Entire home/apt,139,1,0,,,1,49
11900764,Large bedroom with private bathroom,51108566,Daphne,,Bay Street Corridor,43.65884,-79.38499,Private room,40,7,0,,,1,0
11908666,Cozy Condo Beside Union! Perfect for tour and work,32088912,Mercury,,Waterfront Communities-The Island,43.64387,-79.38121,Entire home/apt,129,2,81,2019-07-19,1.81,1,29
11920553,Cute Community Based Studio,63176367,Nicki,,South Parkdale,43.63573,-79.42303,Entire home/apt,70,1,0,,,1,0
11934927,Cozy Chalet /w fireplace in the City Centre,1704172,Vanessa,,Moss Park,43.65735,-79.372,Entire home/apt,160,5,56,2019-11-04,1.28,2,310
11937159,Bright and cool in Parkdale,9777571,Vanessa,,South Parkdale,43.63671,-79.42799,Entire home/apt,80,2,7,2017-10-10,0.16,1,0
11939869,One Bedroom Available for Rent,63743513,Saransh,,Old East York,43.69755,-79.31823,Private room,500,5,0,,,1,365
11941107,Basement apartmnt-small priv. room,35082478,Nancy,,Wexford/Maryvale,43.76123,-79.31223,Private room,40,2,6,2019-04-14,0.14,3,248
11941691,Studio In The Heart Of Downtown,63755125,Simin,,Church-Yonge Corridor,43.65539,-79.37833,Entire home/apt,121,1,335,2019-12-04,7.48,1,147
11943375,Executive Basement  apt  free parking and Netflix,63763172,Janaina,,Oakridge,43.69201,-79.28464,Entire home/apt,58,2,76,2019-11-15,1.73,1,0
11943900,In the heart of downtown with a beautiful view,9092889,Harsha,,Niagara,43.63589,-79.40547,Private room,60,1,4,2017-09-27,0.12,1,0
11960053,Downtown Entertainment District! Great City View!,17163797,Alex,,Waterfront Communities-The Island,43.6485,-79.39298,Entire home/apt,140,1,446,2019-11-28,9.99,1,0
11967649,"Cozy, private Bloorcourt apartment",36136703,Caitlin,,Dovercourt-Wallace Emerson-Junction,43.66468,-79.43022,Entire home/apt,58,4,0,,,1,0
11971564,DownTown Toronto Lake Billy Bishop w/ Free Parking,63118820,Gan,,Niagara,43.63675,-79.40682,Entire home/apt,109,2,213,2019-12-04,4.72,1,164
11979841,Gorgeous Loft Downtown Toronto in Fashion District,4899872,Joanne,,Waterfront Communities-The Island,43.64722,-79.39731,Entire home/apt,130,3,15,2019-05-10,0.37,1,0
11981409,Sun room converted to bedroom,51013345,Stephanie,,Annex,43.66834,-79.40795,Private room,33,14,0,,,1,0
11983579,Clean/Quiet/24hr Bus East Toronto,64046929,John,,West Hill,43.76097,-79.19419,Private room,40,1,5,2018-09-30,0.12,1,365
11985786,HUGE SOHO LOFT DOWNTOWN TORONTO,48779086,Salman,,Waterfront Communities-The Island,43.64575,-79.39129,Private room,155,3,0,,,1,0
11990511,Core Downtown Luxury unit. NYE PREMIERE VIEW!,64097769,Sarah,,Waterfront Communities-The Island,43.64192,-79.38199,Entire home/apt,160,2,4,2016-07-04,0.09,2,0
11991308,AN URBAN OASIS,28621092,Rikki,,Forest Hill South,43.68906,-79.4146,Entire home/apt,98,3,37,2019-05-15,0.83,1,2
11992046,Beautiful condo King West,62800496,Lise,,Little Portugal,43.64104,-79.42329,Entire home/apt,102,3,0,,,1,0
11999246,"Bright, spacious and modern",3297742,Ndranto,,Dufferin Grove,43.65638,-79.44625,Entire home/apt,61,2,14,2018-06-10,0.32,1,0
12002073,Chic Condo | Downtown Core | Next to CN-MTCC-TIFF,62255973,Lilian,,Waterfront Communities-The Island,43.64421,-79.39009,Entire home/apt,148,2,72,2019-12-02,1.66,1,51
12007026,3min Downtown YONGE/ BLOOR QUEENBED CLEAN,55136561,James,,Church-Yonge Corridor,43.6685,-79.38596,Private room,54,1,261,2019-11-22,5.90,10,310
12007571,3min Downtown YONGE/BLOOR SINGLE BED ONLY,55136561,James,,Church-Yonge Corridor,43.66946,-79.38596,Private room,50,1,169,2019-11-01,3.83,10,352
12007585,1YONGE/BLOOR /SINGLE ROOM/ CLEAN/ COZY1,55136561,James,,Bay Street Corridor,43.66875,-79.38631,Private room,54,1,67,2019-06-23,1.50,10,0
12007590,3min Yonge/BloorCOZY/WARM DOWNTOWN TORONTO,55136561,James,,Bay Street Corridor,43.66759,-79.3865,Private room,54,1,148,2019-11-11,3.31,10,352
12007596,3min Downtown YONGE/BLOOR LUXURY/ QUEEN BED,55136561,James,,Bay Street Corridor,43.66878,-79.38759,Private room,54,1,219,2019-11-16,4.88,10,302
12022696,Great Location,64291892,Jenifer,,Willowdale West,43.7718,-79.4166,Entire home/apt,87,14,4,2019-02-24,0.21,1,0
12025835,Contemporary Riverside home @ epi-chic restaurants,36960600,David,,South Riverdale,43.65658,-79.34869,Entire home/apt,156,2,65,2019-10-20,1.52,1,346
12032855,Edwardian Charm in Downtown Toronto,36297332,Mark,,High Park-Swansea,43.64945,-79.4533,Entire home/apt,390,3,7,2019-08-12,0.17,1,0
12032869,Toronto Condo With all the Luxury,36810035,Jelayna,,Niagara,43.63782,-79.40479,Private room,41,1,0,,,1,0
12037011,"Stroll to High Park from a Fun, Artsy Studio",13736018,Lynn,,High Park-Swansea,43.64912,-79.45144,Entire home/apt,130,3,21,2019-05-27,0.49,2,131
12042538,3 Bedrooms Fully Furnished Entire Ground Floor,49380886,Lhei,,Wexford/Maryvale,43.76601,-79.31798,Entire home/apt,138,3,99,2019-10-21,2.23,4,124
12042727,Downtown Toronto Heritage Home,55063889,Kim + Neil,,Church-Yonge Corridor,43.65966,-79.38089,Entire home/apt,550,3,135,2019-08-25,3.14,2,259
12042799,Condo Amazing Lake & City View with Free Parking,26274598,Elvy,,Niagara,43.63661,-79.40464,Entire home/apt,115,2,147,2019-11-18,3.48,2,87
12049285,Mina's guesthouse room 301,2511000,Arya,,Moss Park,43.65966,-79.37239,Private room,80,1,2,2017-05-31,0.06,24,252
12053960,Bright spacious lovely new 2 bdrm- Great location!,26764271,Noosh,,Willowdale West,43.77118,-79.42835,Entire home/apt,62,10,4,2018-11-30,0.09,6,365
12063074,Bright modern 3 bedroom with garden,2409180,Lea Anne,,Trinity-Bellwoods,43.65093,-79.41142,Entire home/apt,251,3,7,2016-08-10,0.16,1,0
12064056,Cosy bedroom and office in a house,5845313,Catherine,,Dovercourt-Wallace Emerson-Junction,43.6672,-79.43576,Private room,50,14,0,,,4,0
12064625,Penthouse 67 fl + FREE Parking,64577961,Maged,,Waterfront Communities-The Island,43.64126,-79.38198,Entire home/apt,159,1,378,2019-12-06,8.53,1,0
12065680,Bright spacious private room,37233617,Dave,,Little Portugal,43.64709,-79.42403,Private room,65,2,163,2018-06-17,3.65,1,0
12068731,One bedroom Queen West condo :),27072224,Andrew,,Little Portugal,43.64096,-79.42379,Entire home/apt,2000,30,3,2016-09-20,0.07,2,362
12071567,Cozy King West Condo,1207930,Julia,,Niagara,43.64053,-79.41482,Entire home/apt,90,2,6,2016-09-14,0.14,1,0
12072829,"3,000 Square ft Edwardian Mansion",64693867,Michael,,South Parkdale,43.6359,-79.43863,Entire home/apt,175,2,46,2019-11-10,1.12,2,365
12079150,Bright and peaceful escape downtown,10328907,Kyla,,Kensington-Chinatown,43.65282,-79.38859,Entire home/apt,93,2,2,2016-04-13,0.04,1,0
12080044,cool modern room in big house,61574112,Borana,,Oakwood Village,43.6823,-79.43704,Private room,30,1,46,2019-09-22,1.06,4,0
12082466,TORONTO DOWNTOWN vibrant StLawrence,64755323,Tylaine,,Waterfront Communities-The Island,43.64951,-79.36771,Private room,65,1,0,,,1,0
12083911,Beautiful Yorkville 2 bedroom Condo,34373033,Chris,,Annex,43.6707,-79.39956,Entire home/apt,115,2,95,2019-10-24,2.44,2,180
12085545,HOME AWAY FROM HOME,26791298,Angela,,Tam O'Shanter-Sullivan,43.78419,-79.30896,Private room,99,1,0,,,1,0
12086042,"Cozy, bright, clean Annex apartment",21409416,Gui,,Annex,43.66808,-79.40219,Entire home/apt,99,5,19,2017-10-15,0.45,1,250
